"Band","Ort Grimm","Ort XY","Y","X","Jahr eigene","Jahr","Region eigene","Region Grimm","Wein","Haus","Variante","Diph_Bin","Jahr_num","X_num","Y_num"
4,"Schönau Todtnau Wiesenthal",NA,"47,786667","7,894167","1519","1519","WOD","Schwaben",NA,"au","au",1,1519,7.894167,47.786667
5,"Schwarzwald",NA,"48","8","1484","1484","WOD","Baden",NA,"u","u",0,1484,8,48
2,"Sensweiler",NA,"49,77","7,2","1550","1520–1550","WMD","WMD",NA,"au","au",1,1550,7.2,49.77
2,"Sinzig",NA,"50,66","6,648056","1550","16. Jh.","WMD","WMD",NA,"au","au",1,1550,6.648056,50.66
3,"Steinbach",NA,"50,55","8,78","1492","1492","MDT","Hessen",NA,"au","au",1,1492,8.78,50.55
4,"Steinwedel",NA,"52,410003","9,990508","1512","1512","NDT","Niedersachsen",NA,"u","u",0,1512,9.990508,52.410003
4,"Steinwedel Wald",NA,"52,410003","9,990508","1558","1558","NDT","Niedersachsen",NA,"au","au",1,1558,9.990508,52.410003
2,"Stotzheim bei Hardt",NA,"50,628611","6,812222","1622","1622","WMD","WMD",NA,"au","au",1,1622,6.812222,50.628611
3,"T, Hofmark zu T","Landshut","48,537222","12,152222","1554","1554","OOD","Baiern",NA,"au","au",1,1554,12.152222,48.537222
2,"Talfank bei Trier",NA,"49,755833","6,996667","1505","1505","WMD","WMD",NA,"u","u",0,1505,6.996667,49.755833
5,"Tessenberg",NA,"47","7","1352","1352","CH","CH",NA,"u","u",0,1352,7,47
4,"Thalweil",NA,"47,29142","8,56556","1390","14. Jh. Ende","CH","CH",NA,"u","u",0,1390,8.56556,47.29142
4,"Tobel",NA,"47,5166","9,0337","1492","1492","CH","CH",NA,"u","u",0,1492,9.0337,47.5166
1,"Töss zwischen Zürich und Winterthur",NA,"47,490833","8,707222","1536","1536","CH","CH",NA,"u","u",0,1536,8.707222,47.490833
3,"Tostede","Tostedt","53,2826","9,7124","1534","1534","NDT","Niedersachsen",NA,"u","u",0,1534,9.7124,53.2826
6,"Trochtelfingen bei Nördlingen",NA,"48,308056","9,244444","1450","15. Jh.","WOD","Schwaben",NA,"u","u",0,1450,9.244444,48.308056
5,"Ueszlingen","Uesslingen","47,5816","8,8327","1431","1431","CH","CH",NA,"u","u",0,1431,8.8327,47.5816
3,"Ulmbach (bei Steinau)",NA,"50,366667","9,416667","1415","1415","MDT","Hessen",NA,"u","u",0,1415,9.416667,50.366667
6,"Unter-Pleichfeld, Esleben, Kuernach bei Würzburg",NA,"49,866667","10,05","1400","1400","MDT","Franken",NA,"u","u",0,1400,10.05,49.866667
3,"Urpsingen",NA,"49,901667","9,671389","1545","1545 Abschrift 1633","MDT","Franken",NA,"au","au",1,1545,9.671389,49.901667
6,"Vilseck bei Amberg Oberpfalz",NA,"49,610833","11,805278","1410","1410","OOD","Franken",NA,"au","au",1,1410,11.805278,49.610833
2,"Walsdorf",NA,"50,279819","6,708206","1514","1514","WMD","WMD",NA,"au","au",1,1514,6.708206,50.279819
1,"Weggis bei Lucern",NA,"47,032497","8,438336","1301","Anfang 14.Jh.",NA,NA,NA,"u","u",0,1301,8.438336,47.032497
3,"Westrenwald","Westerwald (kein Ort)/ Warendorf","51,953889","7,993333","1682","1682","NDT","Westfalen",NA,"au","au",1,1682,7.993333,51.953889
5,"Wettingen",NA,"47,46586","8,32666","1694","1694","CH","CH",NA,"u","u",0,1694,8.32666,47.46586
1,"Wiesendangen bei Winterthur",NA,"47,522494","8,791112","1473","1473","CH","CH",NA,"u","u",0,1473,8.791112,47.522494
4,"Wigoltingen",NA,"47,59999722","9,016655556","1403","1403","CH","CH",NA,"u","u",0,1403,9.016655556,47.59999722
6,"Winhering bei Neuötting",NA,"48,266667","12,65","1594","1594","OOD","Baiern",NA,"au","au",1,1594,12.65,48.266667
4,"Wipkingen",NA,"47,39267","8,523429","1450","15. Jh.","CH","CH",NA,"u","u",0,1450,8.523429,47.39267
3,"Wisenfeld (bei Lohr)",NA,"49,99356","9,68119","1351","1351","MDT","Hessen",NA,"au","au",1,1351,9.68119,49.99356
