Band,Ort Grimm,Ort XY,Y,X,Jahr eigene,Jahr,Region eigene,Region Grimm,Wein,Haus,Unnamed: 11,X_num,Y_num,Jahr_num,variant_bin
2.0,Sensweiler,,"49,77","7,2",1550,1520–1550,WMD,WMD,,au,,7.2,49.77,1550.0,1.0
2.0,Sinzig,,"50,66","6,648056",1550,16. Jh.,WMD,WMD,,au,,6.648056,50.66,1550.0,1.0
3.0,Steinbach,,"50,55","8,78",1492,1492,MDT,Hessen,,au,,8.78,50.55,1492.0,1.0
4.0,Steinwedel,,"52,410003","9,990508",1512,1512,NDT,Niedersachsen,,u,,9.990508,52.410003,1512.0,0.0
4.0,Steinwedel Wald,,"52,410003","9,990508",1558,1558,NDT,Niedersachsen,,au,,9.990508,52.410003,1558.0,1.0
2.0,Stotzheim bei Hardt,,"50,628611","6,812222",1622,1622,WMD,WMD,,au,,6.812222,50.628611,1622.0,1.0
3.0,"T, Hofmark zu T",Landshut,"48,537222","12,152222",1554,1554,OOD,Baiern,,au,Bei Landshut?,12.152222,48.537222,1554.0,1.0
2.0,Talfank bei Trier,,"49,755833","6,996667",1505,1505,WMD,WMD,,u,,6.996667,49.755833,1505.0,0.0
5.0,Tessenberg,,47,7,1352,1352,CH,CH,,u,,7.0,47.0,1352.0,0.0
4.0,Thalweil,,"47,29142","8,56556",1390,14. Jh. Ende,CH,CH,,u,,8.56556,47.29142,1390.0,0.0
4.0,Tobel,,"47,5166","9,0337",1492,1492,CH,CH,,u,,9.0337,47.5166,1492.0,0.0
1.0,Töss zwischen Zürich und Winterthur,,"47,490833","8,707222",1536,1536,CH,CH,,u,,8.707222,47.490833,1536.0,0.0
3.0,Tostede,Tostedt,"53,2826","9,7124",1534,1534,NDT,Niedersachsen,,u,,9.7124,53.2826,1534.0,0.0
6.0,Trochtelfingen bei Nördlingen,,"48,308056","9,244444",1450,15. Jh.,WOD,Schwaben,,u,,9.244444,48.308056,1450.0,0.0
5.0,Ueszlingen,Uesslingen,"47,5816","8,8327",1431,1431,CH,CH,,u,,8.8327,47.5816,1431.0,0.0
3.0,Ulmbach (bei Steinau),,"50,366667","9,416667",1415,1415,MDT,Hessen,,u,,9.416667,50.366667,1415.0,0.0
6.0,"Unter-Pleichfeld, Esleben, Kuernach bei Würzburg",,"49,866667","10,05",1400,1400,MDT,Franken,,u,,10.05,49.866667,1400.0,0.0
3.0,Urpsingen,,"49,901667","9,671389",1545,1545 Abschrift 1633,MDT,Franken,,au,,9.671389,49.901667,1545.0,1.0
6.0,Vilseck bei Amberg Oberpfalz,,"49,610833","11,805278",1410,1410,OOD,Franken,,au,,11.805278,49.610833,1410.0,1.0
2.0,Walsdorf,,"50,279819","6,708206",1514,1514,WMD,WMD,,au,,6.708206,50.279819,1514.0,1.0
1.0,Weggis bei Lucern,,"47,032497","8,438336",1301,Anfang 14.Jh.,,,,u,,8.438336,47.032497,1301.0,0.0
3.0,Westrenwald,Westerwald (kein Ort)/ Warendorf,"51,953889","7,993333",1682,1682,NDT,Westfalen,,au,,7.993333,51.953889,1682.0,1.0
5.0,Wettingen,,"47,46586","8,32666",1694,1694,CH,CH,,u,,8.32666,47.46586,1694.0,0.0
1.0,Wiesendangen bei Winterthur,,"47,522494","8,791112",1473,1473,CH,CH,,u,,8.791112,47.522494,1473.0,0.0
4.0,Wigoltingen,,"47,59999722","9,016655556",1403,1403,CH,CH,,u,,9.016655556,47.59999722,1403.0,0.0
6.0,Winhering bei Neuötting,,"48,266667","12,65",1594,1594,OOD,Baiern,,au,,12.65,48.266667,1594.0,1.0
4.0,Wipkingen,,"47,39267","8,523429",1450,15. Jh.,CH,CH,,u,,8.523429,47.39267,1450.0,0.0
3.0,Wisenfeld (bei Lohr),,"49,99356","9,68119",1351,1351,MDT,Hessen,,au,,9.68119,49.99356,1351.0,1.0
