Band,Ort Grimm,Ort XY,Y,X,Jahr eigene,Jahr,Region eigene,Region Grimm,Wein,Haus,Unnamed: 11,X_num,Y_num,year_num,interval,Wein_score,Wein_binary,Haus_score,Haus_binary
1.0,Appenwiler,Appenwihr,"48,026667","7,44",1486,1486,Elsass,Elsass,i_ei,u,,7.44,48.026667,1486.0,1450-1499,0.5,,0.0,0.0
1.0,Bendorf (bei Sayn),,"50,429722","7,570278",1671,1671,WMD,MDT,i_ei,,,7.570278,50.429722,1671.0,1650-1699,0.5,,,
5.0,Bergbieten Boelenheim,,,,1499,1499,Elsass,Elsass,i_ei,,,,,1499.0,1450-1499,0.5,,,
4.0,Bergheim,,,,Mitte 14. Jh. ,1369 1551,Elsass,Elsass,i_ei,,,,,1350.0,1350-1399,0.5,,,
5.0,Dettwiller,,,,1380,1380,Elsass,Elsass,i_ei,au,,,,1380.0,1350-1399,0.5,,1.0,1.0
1.0,Dornstetten,,"48,47027778","8,499444444",1456,1456,WOD,Schwarzwald,i_ei,u,,8.499444444,48.47027778,1456.0,1450-1499,0.5,,0.0,0.0
1.0,Dürkheim,Bad D�rkheim,"49,459444","8,168056",1530,1530,WMD,WMD,i_ei,u,,8.168056,49.459444,1530.0,1500-1549,0.5,,0.0,0.0
6.0,Eschau im Spessart,,"49,820278","9,257222",1462,vor 1463,MDT,Franken,i_ei,,,9.257222,49.820278,1462.0,1450-1499,0.5,,,
6.0,Flamersheim,,"50,623056","6,851389",NN,NN,WMD,WMD,i_ei,,,6.851389,50.623056,,,0.5,,,
6.0,Frechen (bei Köln),,"50,913333","6,813889",NN,NN,WMD,WMD,i_ei,,,6.813889,50.913333,,,0.5,,,
3.0,Haidenfeld,,"49,76","9,52",1420,1420,MDT,Franken,i_ei,,,9.52,49.76,1420.0,1400-1449,0.5,,,
5.0,Hattgau,,,,1494,1494,Elsass,Elsass,i_ei,u_au,,,,1494.0,1450-1499,0.5,,0.5,
3.0,Hetzerodt,Hettenrodt,"49,741667","7,254444",NN,NN,WMD,WMD,i_ei,,,7.254444,49.741667,,,0.5,,,
5.0,Kalbach (bei Büdingen),,,,1525,1525,MDT,MDT,i_ei,,,,,1525.0,1500-1549,0.5,,,
6.0,Karbach,,,,1448,1448,MDT,Franken,i_ei,,,,,1448.0,1400-1449,0.5,,,
4.0,Kloster Münstertreis zu Dreis,Münsterdreisen,,,1357,1357,WMD,WMD,i_ei,,,,,1357.0,1350-1399,0.5,,,
6.0,Kreuzwertheim am Main,,,,1449,1449,MDT,Franken,i_ei,,,,,1449.0,1400-1449,0.5,,,
4.0,Kuenheim,,,,1513,1513,Elsass,Elsass,i_ei,,,,,1513.0,1500-1549,0.5,,,
3.0,Lengfurt,,"49,81","9,603889",1448,1448,MDT,Franken,i_ei,,,9.603889,49.81,1448.0,1400-1449,0.5,,,
6.0,Mesenich an der Mosel,,"50,0975","7,197778",1507,1507,WMD,WMD,i_ei,,,7.197778,50.0975,1507.0,1500-1549,0.5,,,
4.0,Münster bei Colmar,,"48,041389","7,134167",1339,1339,Elsass,Elsass,i_ei,,,7.134167,48.041389,1339.0,1300-1349,0.5,,,
1.0,Neuweiler (Pfalzburg),,"48,823056","7,401111",NN,NN,Elsass,Elsass,i_ei,u,,7.401111,48.823056,,,0.5,,0.0,0.0
4.0,Oberhausen,,"47,49",9,1393,1393,CH,CH,i_ei,,,9.0,47.49,1393.0,1350-1399,0.5,,,
4.0,Oberhergheim,,,,1390,Ende 14. Jh.,Elsass,Elsass,i_ei,,,,,1390.0,1350-1399,0.5,,,
1.0,Oberstotzheim (bei Stotzheim),,"48,379722","7,491389",NN,NN,Elsass,Elsass,i_ei,,,7.491389,48.379722,,,0.5,,,
5.0,Preinsdorf Preuschdorf,,,,NN,NN,Elsass,Elsass,i_ei,,,,,,,0.5,,,
6.0,Rotweil,,"48,168056","8,624722",1434,1434,WOD,Schwaben,i_ei,,,8.624722,48.168056,1434.0,1400-1449,0.5,,,
4.0,Sundhofen,,"48,04333333","7,413611111",NN,NN,Elsass,Elsass,i_ei,,,7.413611111,48.04333333,,,0.5,,,
6.0,Trochtelfingen bei Nördlingen,,"48,308056","9,244444",1668,1668,WOD,Schwaben,i_ei,au,,9.244444,48.308056,1668.0,1650-1699,0.5,,1.0,1.0
2.0,Ürzig (Mosel),,"49,982222","7,005278",1565,1565,WMD,WMD,i_ei,au,,7.005278,49.982222,1565.0,1550-1599,0.5,,1.0,1.0
5.0,Achenheim,,"48,58111111","7,626944444",1423,1423,Elsass,Elsass,i,,,7.626944444,48.58111111,1423.0,1400-1449,0.0,0.0,,
5.0,Altheim Beckwiler,,"49,172333","7,312174",NN,NN,WMD,WMD,i,,,7.312174,49.172333,,,0.0,0.0,,
1.0,Altregensperg,,"47,428571","8,48202",1456,1456,CH,CH,i,,,8.48202,47.428571,1456.0,1450-1499,0.0,0.0,,
1.0,Alzey,,"49,751667","8,116111",1589,1589,MDT,MDT,i,,,8.116111,49.751667,1589.0,1550-1599,0.0,0.0,,
1.0,Andlau (Breisgau),Abteikirche Andlau (Elsass),"48,387778","7,415",1284,1284,Elsass,Elsass,i,,,7.415,48.387778,1284.0,1250-1299,0.0,0.0,,
1.0,Andlau (im Breisgau),Abteikirche Andlau (Elsass),"48,387778","7,415",1284,1284,Elsass,Elsass,i,,,7.415,48.387778,1284.0,1250-1299,0.0,0.0,,
1.0,Appenzell,,"47,33077","9,40876",1379,1379,CH,CH,i,,,9.40876,47.33077,1379.0,1350-1399,0.0,0.0,,
1.0,Artoltzheim Artelsheim,Artolsheim,"48,208611","7,573333",1320,1320,Elsass,Elsass,i,,,7.573333,48.208611,1320.0,1300-1349,0.0,0.0,,
2.0,Arweiler,,"50,54","7,090556",1400,1400,WMD,WMD,i,,,7.090556,50.54,1400.0,1400-1449,0.0,0.0,,
4.0,Aspach,,"47,64","7,23",1420,1420,Elsass,Elsass,i,,,7.23,47.64,1420.0,1400-1449,0.0,0.0,,
4.0,Babenhausen,,,,1355,1355,MDT,MDT,i,,,,,1355.0,1350-1399,0.0,0.0,,
2.0,Bacharach (Hundsrück),,"50,061111","7,769444",1349,vor 1350,WMD,WMD,i,,,7.769444,50.061111,1349.0,1300-1349,0.0,0.0,,
2.0,Bacharach (Hundsrück),,"50,061111","7,769444",NN,NN,WMD,WMD,i,,,7.769444,50.061111,,,0.0,0.0,,
4.0,Basel,,"47,55814","7,58769",1260,1260-1262,CH,CH,i,u,,7.58769,47.55814,1260.0,1250-1299,0.0,0.0,0.0,0.0
4.0,Basserstorf,,"47,44","8,63",1400,um 1400,CH,CH,i,u,,8.63,47.44,1400.0,1400-1449,0.0,0.0,0.0,0.0
4.0,Berentzwiller bei Hüningen,,"47,59","7,38",1420,1420,Elsass,Elsass,i,,,7.38,47.59,1420.0,1400-1449,0.0,0.0,,
4.0,Berenzwiller,,"47,59","7,38",1420,1420,Elsass,Elsass,i,,,7.38,47.59,1420.0,1400-1449,0.0,0.0,,
5.0,Bielbenken,Biel-Beken,48,8,NN,NN,CH,CH,i,u,,8.0,48.0,,,0.0,0.0,0.0,0.0
1.0,Birmenstorf und Urdorf,,"47,35444","8,437779",1347,1347,CH,CH,i,,,8.437779,47.35444,1347.0,1300-1349,0.0,0.0,,
3.0,Bischofsheim,,"50,148889","8,805",1460,1460,MDT,Hessen,i,,,8.805,50.148889,1460.0,1450-1499,0.0,0.0,,
6.0,Bobingen bei Augsburg,,"48,266667","10,816667",1316,1316,WOD,Schwaben,i,,,10.816667,48.266667,1316.0,1300-1349,0.0,0.0,,
6.0,Bockenau,,"49,836667","7,679444",1487,1487,WMD,WMD,i,,,7.679444,49.836667,1487.0,1450-1499,0.0,0.0,,
1.0,Boffisheim Bofsheim ,Osterburken,"49,430833","9,426111",1301,1301,MDT,MDT,i,,,9.426111,49.430833,1301.0,1300-1349,0.0,0.0,,
3.0,Bonames,Frankfurt-Bonames,"50,18333333","8,664722222",1441,1441,MDT,Hessen,i,,,8.664722222,50.18333333,1441.0,1400-1449,0.0,0.0,,
2.0,Breitfurt,,"49,198333","7,246944",1453,1453,WMD,WMD,i,,,7.246944,49.198333,1453.0,1450-1499,0.0,0.0,,
4.0,Brinighofen,,,,1510,1510,Elsass,Elsass,i,,,,,1510.0,1500-1549,0.0,0.0,,
1.0,Bruschwickersheim,,"48,579722","7,601667",NN,NN,Elsass,Elsass,i,,,7.601667,48.579722,,,0.0,0.0,,
3.0,Büdingen,,"50,29","9,11",1380,1380,MDT,Hessen,i,,,9.11,50.29,1380.0,1350-1399,0.0,0.0,,
4.0,Budwiller,,"47,656389","7,149444",1420,1420,Elsass,Elsass,i,,,7.149444,47.656389,1420.0,1400-1449,0.0,0.0,,
4.0,Bühl Bühel bei Sulz,,,,1453,1453,Elsass,Elsass,i,,,,,1453.0,1450-1499,0.0,0.0,,
4.0,Bühl Bühel bei Sulz,,,,NN,NN,Elsass,Elsass,i,,,,,,,0.0,0.0,,
3.0,Burgjassa bei Salmünster,,"50,28","9,37",1451,1451,MDT,Franken,i,,,9.37,50.28,1451.0,1450-1499,0.0,0.0,,
1.0,Cappel (bei Achern),,"48,591111","8,1175",1450,15. Jh.,WOD,Schwarzwald,i,u,,8.1175,48.591111,1450.0,1450-1499,0.0,0.0,0.0,0.0
6.0,"Chuer (Niederfeld, bei Kobern Mosel)",,,,1518,1518,WMD,WMD,i,,,,,1518.0,1500-1549,0.0,0.0,,
2.0,Clotten,,"50,16666667","7,199722222",1435,1435,WMD,WMD,i,,,7.199722222,50.16666667,1435.0,1400-1449,0.0,0.0,,
2.0,Clotten,,"50,16666667","7,199722222",1446,1446,WMD,WMD,i,,,7.199722222,50.16666667,1446.0,1400-1449,0.0,0.0,,
2.0,Clotten,,"50,16666667","7,199722222",1511,1511,WMD,WMD,i,,,7.199722222,50.16666667,1511.0,1500-1549,0.0,0.0,,
6.0,Clotten Untermosel,,"50,16666667","7,199722222",1602,1602,WMD,WMD,i,,,7.199722222,50.16666667,1602.0,1600-1649,0.0,0.0,,
6.0,Clotten Untermosel,,"50,16666667","7,199722222",NN,NN,WMD,WMD,i,,,7.199722222,50.16666667,,,0.0,0.0,,
4.0,Dagmersellen bei Lucern,,"47,213056","7,989455",1346,1346,CH,CH,i,u,,7.989455,47.213056,1346.0,1300-1349,0.0,0.0,0.0,0.0
1.0,Dankrotsheim Trenheim Dosenheim,Dammerkirch,"47,63","7,119167",NN,NN,Elsass,Elsass,i,,,7.119167,47.63,,,0.0,0.0,,
2.0,Densborn bei Prüm und Schönecken,,"50,126389","6,602778",1534,1534,WMD,WMD,i,,,6.602778,50.126389,1534.0,1500-1549,0.0,0.0,,
5.0,Dietikon,,"47,405829","8,403896",NN,NN,CH,CH,i,u,,8.403896,47.405829,,,0.0,0.0,0.0,0.0
5.0,Dingsheim,,"48,63055556","7,669722222",1350,14.Jh.,Elsass,Elsass,i,,,7.669722222,48.63055556,1350.0,1350-1399,0.0,0.0,,
1.0,Dornhaim,Dornhan,"48,349444","8,512222",1417,1417,WOD,Schwarzwald,i,u,,8.512222,48.349444,1417.0,1400-1449,0.0,0.0,0.0,0.0
2.0,Drohn Wintrich Berncastel Graach,Wintrich,"49,884722","6,953333",1315,1315,WMD,WMD,i,,,6.953333,49.884722,1315.0,1300-1349,0.0,0.0,,
2.0,Drohn Wintruch Berncastel Graach,Wintrich,"49,884722","6,953333",1315,1315,WMD,WMD,i,,,6.953333,49.884722,1315.0,1300-1349,0.0,0.0,,
4.0,Dübendorf,,"47,398332","8,619445",1483,1483,CH,CH,i,,,8.619445,47.398332,1483.0,1450-1499,0.0,0.0,,
3.0,Dünchenheim,Düngenheim,"50,25852","7,16833",1521,1521,WMD,WMD,i,,,7.16833,50.25852,1521.0,1500-1549,0.0,0.0,,
5.0,Duntzenheim,,,,1438,1438,Elsass,Elsass,i,,,,,1438.0,1400-1449,0.0,0.0,,
1.0,Ebersheimmünster,Ebersmunster,"48,311111","7,524167",1320,1320,Elsass,Elsass,i,u,,7.524167,48.311111,1320.0,1300-1349,0.0,0.0,0.0,0.0
2.0,Edisheim,Idesheim,"49,874722","6,573333",1518,1518,WMD,WMD,i,,,6.573333,49.874722,1518.0,1500-1549,0.0,0.0,,
1.0,Egeri,Ober�geri,"47,136104","8,613887",1350,14.Jh.,CH,CH,i,,,8.613887,47.136104,1350.0,1350-1399,0.0,0.0,,
4.0,Egisheim,,,,1508,1508,Elsass,Elsass,i,,,,,1508.0,1500-1549,0.0,0.0,,
4.0,Egringen,,,,NN,NN,CH,CH,i,u,,,,,,0.0,0.0,0.0,0.0
1.0,Einsiedeln,,"47,128055","8,743058",1493,1493,CH,CH,i,u,,8.743058,47.128055,1493.0,1450-1499,0.0,0.0,0.0,0.0
1.0,Elhalden (Ehlhalten) Nithusen,,"50,174992","8,368401",1482,1482,MDT,MDT,i,,,8.368401,50.174992,1482.0,1450-1499,0.0,0.0,,
6.0,Ellenz,,"50,114167","7,233889",NN,Abschrift 15. Jh.,WMD,WMD,i,,,7.233889,50.114167,1450.0,1450-1499,0.0,0.0,,
1.0,Ellikon,,"47,564442","8,82583",NN,NN,CH,CH,i,u,,8.82583,47.564442,,,0.0,0.0,0.0,0.0
1.0,Embrach,,"47,510278","8,593334",1518,1518,CH,CH,i,u,,8.593334,47.510278,1518.0,1500-1549,0.0,0.0,0.0,0.0
4.0,Embrach,,"47,510278","8,593334",NN,NN,CH,CH,i,u,,8.593334,47.510278,,,0.0,0.0,0.0,0.0
4.0,Emlingen Wiltersdorf Tagsdorf östl von Altkirch,,"47,623611","7,291111",1420,1420,Elsass,Elsass,i,,,7.291111,47.623611,1420.0,1400-1449,0.0,0.0,,
4.0,Emmen,,"47,079","8,30251",NN,NN,CH,CH,i,,,8.30251,47.079,,,0.0,0.0,,
4.0,Enschingen,,"47,671111","7,201667",1420,1420,Elsass,Elsass,i,,,7.201667,47.671111,1420.0,1400-1449,0.0,0.0,,
4.0,Erlenbach Zürichsee,,"47,30472","8,592499",1510,1510,CH,CH,i,u,,8.592499,47.30472,1510.0,1500-1549,0.0,0.0,0.0,0.0
1.0,Ermatingen,,"47,66931","9,0799",1350,14. Jh.,CH,CH,i,,,9.0799,47.66931,1350.0,1350-1399,0.0,0.0,,
1.0,Ermatingen,,"47,66931","9,0799",1518,1518,CH,CH,i,u,,9.0799,47.66931,1518.0,1500-1549,0.0,0.0,0.0,0.0
5.0,Erstein,,"48,42194444","7,661111111",1407,1407,Elsass,Elsass,i,,,7.661111111,48.42194444,1407.0,1400-1449,0.0,0.0,,
4.0,Escholzmatt,,,,1500,1500,CH,CH,i,,,,,1500.0,1500-1549,0.0,0.0,,
1.0,Espach,Eschbach im Schwarzwald,"48,002222","7,979444",NN,NN,WOD,Schwarzwald,i,,,7.979444,48.002222,,,0.0,0.0,,
1.0,Fegersheim,,"48,490556","7,680278",NN,NN,Elsass,Elsass,i,,,7.680278,48.490556,,,0.0,0.0,,
1.0,Fischingen,,"47,649722","7,599722",1415,1415,WOD,Schwarzwald,i,u,,7.599722,47.649722,1415.0,1400-1449,0.0,0.0,0.0,0.0
3.0,Flieden,,"50,423056","9,565833",1442,1442,WMD,Hessen,i,,,9.565833,50.423056,1442.0,1400-1449,0.0,0.0,,
5.0,Gebweiler,,"47,9075","7,210277778",1444,1444,Elsass,Elsass,i,,,7.210277778,47.9075,1444.0,1400-1449,0.0,0.0,,
4.0,Gebweiler bei Sulz,,"47,9075","7,210278",1397,1397,Elsass,Elsass,i,,,7.210278,47.9075,1397.0,1350-1399,0.0,0.0,,
4.0,Genzingen,,"49,898056","7,928056",1491,1491,WMD,WMD,i,,,7.928056,49.898056,1491.0,1450-1499,0.0,0.0,,
4.0,Gottlieben,,,,1521,1521,CH,CH,i,u,,,,1521.0,1500-1549,0.0,0.0,0.0,0.0
4.0,Grentzingen,,"47,565278","7,298889",1491,1491,Elsass,WMD,i,,,7.298889,47.565278,1491.0,1450-1499,0.0,0.0,,
4.0,Grentzingen,,"47,565278","7,298889",1420,1420,Elsass,Elsass,i,,,7.298889,47.565278,1420.0,1400-1449,0.0,0.0,,
5.0,Griesheim (Elsass),,,,1340,1340,Elsass,Elsass,i,,,,,1340.0,1300-1349,0.0,0.0,,
5.0,Griespach Griesbach (bei Münster),,,,NN,NN,Elsass,Elsass,i,,,,,,,0.0,0.0,,
1.0,Grosskems,Kembs,"47,688889","7,503889",1384,1384,Elsass,Elsass,i,,,7.503889,47.688889,1384.0,1350-1399,0.0,0.0,,
1.0,Hachberg,Hochburg (Emmendingen),"48,116667","7,900556",1341,1341,WOD,Schwarzwald,i,,,7.900556,48.116667,1341.0,1300-1349,0.0,0.0,,
4.0,Hainhausen,,,,1500,1500,MDT,MDT,i,,,,,1500.0,1500-1549,0.0,0.0,,
1.0,Haltingen ,,"47,613453","7,612581",1450,15. Jh. ,WOD,WMD,i,,,7.612581,47.613453,1450.0,1450-1499,0.0,0.0,,
5.0,Hanofen Heimofen (bei Speyer),,,,NN,NN,WMD,WMD,i,,,,,,,0.0,0.0,,
1.0,Hege,,"47,508186","8,771379",1396,1396,CH,CH,i,,,8.771379,47.508186,1396.0,1350-1399,0.0,0.0,,
1.0,Hege,,"47,508186","8,771379",1464,1464,CH,CH,i,,,8.771379,47.508186,1464.0,1450-1499,0.0,0.0,,
4.0,Hegi,,,,NN,NN,CH,CH,i,,,,,,,0.0,0.0,,
1.0,Heiligenberg,,"48,538056","7,39",1485,1485,Elsass,Elsass,i,,,7.39,48.538056,1485.0,1450-1499,0.0,0.0,,
4.0,Heimsbrunn bei Mühlhausen,,"47,726667","7,226389",1301,14. Jh. Anfang,Elsass,Elsass,i,u,,7.226389,47.726667,1301.0,1300-1349,0.0,0.0,0.0,0.0
6.0,Helblingstatt jetzt Helmstatt,,,,1410,1410,MDT,Franken,i,,,,,1410.0,1400-1449,0.0,0.0,,
5.0,Helfenswil Linggenwil Amtenzell,,,,1450,15. Jh.,CH,CH,i,u,,,,1450.0,1450-1499,0.0,0.0,0.0,0.0
3.0,Helmstatt,,"49,77","9,72",1410,1410,MDT,Franken,i,,,9.72,49.77,1410.0,1400-1449,0.0,0.0,,
2.0,Herbizheim,Herbitzheim (Bas-Rhin),"49,014722","7,084167",1458,1458,WMD,WMD,i,,,7.084167,49.014722,1458.0,1450-1499,0.0,0.0,,
5.0,Hermetsschwil,Hermetschwil,"47,33177","8,34526",1415,1415,CH,CH,i,u,,8.34526,47.33177,1415.0,1400-1449,0.0,0.0,0.0,0.0
3.0,Herolz,,"50,347103","9,557303",1417,1417,MDT,Hessen,i,,,9.557303,50.347103,1417.0,1400-1449,0.0,0.0,,
3.0,Herolz (bei Schlüchtern),,"50,347103","9,557303",1417,1417,MDT,Hessen,i,,,9.557303,50.347103,1417.0,1400-1449,0.0,0.0,,
1.0,Herzogenbuchs,,"47,183332","7,700006",NN,NN,CH,CH,i,,,7.700006,47.183332,,,0.0,0.0,,
4.0,Hirslanden Stadelhofen,,,,1538,1538,CH,CH,i,,,,,1538.0,1500-1549,0.0,0.0,,
6.0,Hoenningen,,,,1450,15. Jh.,WMD,WMD,i,,,,,1450.0,1450-1499,0.0,0.0,,
5.0,Hohennack (bei Münster am Kaiserberg),,,,1441,1441,Elsass,Elsass,i,u,,,,1441.0,1400-1449,0.0,0.0,0.0,0.0
4.0,Hohenrodern,,"47,78","7,092222",1354,1354,Elsass,Elsass,i,,,7.092222,47.78,1354.0,1350-1399,0.0,0.0,,
5.0,Holderbank,,47,8,1424,1424,CH,CH,i,,,8.0,47.0,1424.0,1400-1449,0.0,0.0,,
1.0,Höngg,,"47,401979","8,499374",1338,1338,CH,CH,i,,,8.499374,47.401979,1338.0,1300-1349,0.0,0.0,,
1.0,Höngg,,"47,401979","8,499374",1338,1338,CH,CH,i,,,8.499374,47.401979,1338.0,1300-1349,0.0,0.0,,
1.0,Hornau Kelchheim,,"50,147222","8,451389",1482,1482,MDT,MDT,i,,,8.451389,50.147222,1482.0,1450-1499,0.0,0.0,,
4.0,Hügelheim am Rhein bei Mülheim,,,,NN,NN,WOD,Schwarzwald,i,,,,,,,0.0,0.0,,
1.0,Hüningen (bei Basel),,"47,591389","7,583056",NN,NN,Elsass,Elsass,i,,,7.583056,47.591389,,,0.0,0.0,,
1.0,Ingemersheim,,"48,094722","7,306389",NN,NN,Elsass,Elsass,i,,,7.306389,48.094722,,,0.0,0.0,,
5.0,Ingwiller,,,,NN,NN,Elsass,Elsass,i,,,,,,,0.0,0.0,,
3.0,Irnich,Schwerfen,"50,643611","6,646667",1491,1491,WMD,WMD,i,,,6.646667,50.643611,1491.0,1450-1499,0.0,0.0,,
3.0,Irnich Schwerfen,,"50,643611","6,646667",1491,1491,WMD,Westfalen,i,,,6.646667,50.643611,1491.0,1450-1499,0.0,0.0,,
4.0,Issenheim,,,,1382,1382,Elsass,Elsass,i,u,,,,1382.0,1350-1399,0.0,0.0,0.0,0.0
6.0,Istein Huttingen am Rhein,,,,NN,NN,WOD,Schwarzwald,i,,,,,,,0.0,0.0,,
2.0,Ittel,,"49,87036","6,5905",1561,1561,WMD,WMD,i,,,6.5905,49.87036,1561.0,1550-1599,0.0,0.0,,
1.0,Ittenheim ,,"48,604167","7,594444",1550,16. Jh.,Elsass,Elsass,i,,,7.594444,48.604167,1550.0,1550-1599,0.0,0.0,,
4.0,Jebsheim bei Colmar,,"48,123611","7,476667",1590,16. Jh. Ende,Elsass,Elsass,i,,,7.476667,48.123611,1590.0,1550-1599,0.0,0.0,,
5.0,Kalstadt Ungstein Pfeffingen,,,,1417,1417,WMD,WMD,i,,,,,1417.0,1400-1449,0.0,0.0,,
4.0,Karspach,,"47,61527778","7,211944444",1420,1420,Elsass,Elsass,i,,,7.211944444,47.61527778,1420.0,1400-1449,0.0,0.0,,
6.0,Kenne (Mosel),,,,1350,14. Jh.,WMD,WMD,i,,,,,1350.0,1350-1399,0.0,0.0,,
5.0,Kintzheim,,,,NN,NN,Elsass,Elsass,i,au,,,,,,0.0,0.0,1.0,1.0
1.0,Kirchzarten,,"47,96499","7,95708",1395,1395,WOD,Schwarzwald,i,,,7.95708,47.96499,1395.0,1350-1399,0.0,0.0,,
6.0,Kirchzell,,,,1395,1395,MDT,Franken,i,,,,,1395.0,1350-1399,0.0,0.0,,
5.0,Kleinfrankenheim (bei Truchersheim),,,,1307,1307,Elsass,Elsass,i,,,,,1307.0,1300-1349,0.0,0.0,,
1.0,Kleinkembs,,"47,6881","7,5234",1350,1350,WOD,Schwarzwald,i,u,,7.5234,47.6881,1350.0,1350-1399,0.0,0.0,0.0,0.0
2.0,Kloster Neumünster (Saar),,"49,404167","7,163611",NN,NN,WMD,WMD,i,u,,7.163611,49.404167,,,0.0,0.0,0.0,0.0
4.0,Knonau,,"47,224996","8,461663",1414,1414,CH,CH,i,,,8.461663,47.224996,1414.0,1400-1449,0.0,0.0,,
5.0,Koellikon,Köllikon,47,8,1401,15. Jh. Anfang,CH,CH,i,u,,8.0,47.0,1401.0,1400-1449,0.0,0.0,0.0,0.0
2.0,Köllerthal,K�llerbach,"49,296944","6,905833",NN,NN,WMD,WMD,i,,,6.905833,49.296944,,,0.0,0.0,,
4.0,Königstein,,"50,183125","8,463541667",NN,NN,MDT,WMD,i,,,8.463541667,50.183125,,,0.0,0.0,,
5.0,Kuessenberg,,,,1497,1497,WOD,Schwarzwald,i,,,,,1497.0,1450-1499,0.0,0.0,,
5.0,Kusel (bei Baumholder),,,,NN,NN,WMD,WMD,i,,,,,,,0.0,0.0,,
3.0,Langenerringen,,"48,143056","10,760833",1378,1378,WOD,Schwaben,i,,,10.760833,48.143056,1378.0,1350-1399,0.0,0.0,,
5.0,Limburg,Limburg an der Lahn,"50,38333333","8,066666667",1448,1448,MDT,WMD,i,u,,8.066666667,50.38333333,1448.0,1400-1449,0.0,0.0,0.0,0.0
4.0,Logenheim,,,,1404,1404,Elsass,Elsass,i,u,,,,1404.0,1400-1449,0.0,0.0,0.0,0.0
5.0,Lohr (Elsass),,,,NN,NN,Elsass,Elsass,i,,,,,,,0.0,0.0,,
1.0,Lörrach,,"47,615556","7,661389",NN,NN,WOD,Schwarzwald,i,,,7.661389,47.615556,,,0.0,0.0,,
1.0,Lorsch,,"49,653889","8,5675",1423,1423,MDT,MDT,i,u,,8.5675,49.653889,1423.0,1400-1449,0.0,0.0,0.0,0.0
1.0,Lussheim am Rhein bei Speyer,,"49,299722","8,5",1516,1516,WMD,WMD,i,,,8.5,49.299722,1516.0,1500-1549,0.0,0.0,,
4.0,Lutterbach,,"47,75972222","7,280555556",1401,15. Jh. Anfang,Elsass,Elsass,i,,,7.280555556,47.75972222,1401.0,1400-1449,0.0,0.0,,
4.0,Menzweiler,,,,1429,1429,WMD,WMD,i,,,,,1429.0,1400-1449,0.0,0.0,,
2.0,Metloch (Saar),Mettlach,"49,493889","6,6",1493,1493,WMD,WMD,i,,,6.6,49.493889,1493.0,1450-1499,0.0,0.0,,
4.0,Metzeral bei Sigolsheim,,,,1401,Anfang 15. Jh.,Elsass,Elsass,i,,,,,1401.0,1400-1449,0.0,0.0,,
3.0,Millingen (Mosel),Malling,"49,422778","6,296389",NN,NN,WMD,WMD,i,,,6.296389,49.422778,,,0.0,0.0,,
4.0,Mittelwir bei Sigolsheim,,"48,150833","7,319444",1585,1585,Elsass,Elsass,i,,,7.319444,48.150833,1585.0,1550-1599,0.0,0.0,,
5.0,Moelinbach (bei Rheinfelden und Mumpf),,,,1594,1594,CH,CH,i,au,,,,1594.0,1550-1599,0.0,0.0,1.0,1.0
2.0,Montcler,Burg Montclair ,"49,495917","6,5575",1521,1521,WMD,WMD,i,,,6.5575,49.495917,1521.0,1500-1549,0.0,0.0,,
5.0,Muenzenberg,Münzenberg,,,1427,1427,MDT,MDT,i,,,,,1427.0,1400-1449,0.0,0.0,,
1.0,Mülheim,,"47,599997","8,999994",1475,1475,CH,CH,i,,,8.999994,47.599997,1475.0,1450-1499,0.0,0.0,,
3.0,Mümlingen,Mümling bei Michelstadt,"49,831561","9,143929",1422,1422,MDT,Franken,i,,,9.143929,49.831561,1422.0,1400-1449,0.0,0.0,,
5.0,Mumpf am Rhein bei Säckingen,,,,1535,1535,CH,CH,i,,,,,1535.0,1500-1549,0.0,0.0,,
3.0,Münster (Westfalen),,"51,962944","7,628694",NN,NN,NDT,Westfalen,i,,,7.628694,51.962944,,,0.0,0.0,,
5.0,Muri,,47,8,1413,1413,CH,CH,i,u,,8.0,47.0,1413.0,1400-1449,0.0,0.0,0.0,0.0
1.0,Neftenbach bei Winterthur,,"47,528611","8,668328",NN,NN,CH,CH,i,,,8.668328,47.528611,,,0.0,0.0,,
4.0,Neubamberg bei Alzey,,,,1450,15. Jh.,WMD,WMD,i,,,,,1450.0,1450-1499,0.0,0.0,,
4.0,Neuenzelle,,,,1350,14. Jh.,WOD,Schwarzwald,i,u,,,,1350.0,1350-1399,0.0,0.0,0.0,0.0
1.0,Neukilch im Klettgau,,"47,690275","8,499161",1330,1330,CH,CH,i,u,,8.499161,47.690275,1330.0,1300-1349,0.0,0.0,0.0,0.0
2.0,Neumünster (Saar),Ottweiler,"49,404167","7,163611",NN,NN,WMD,WMD,i,,,7.163611,49.404167,,,0.0,0.0,,
6.0,Neunkirchen Wallen (bei Merzig),,,,1551,1551,WMD,WMD,i,,,,,1551.0,1550-1599,0.0,0.0,,
1.0,Niderbüren,,"47,46589","9,2032",1469,1469,CH,CH,i,,,9.2032,47.46589,1469.0,1450-1499,0.0,0.0,,
1.0,Niderneggenheim,Sausenberg,"47,73795","7,6892",NN,NN,WOD,Schwarzwald,i,,,7.6892,47.73795,,,0.0,0.0,,
4.0,Nieder- und Mättmenhalse,,,,1436,1436,CH,CH,i,u,,,,1436.0,1400-1449,0.0,0.0,0.0,0.0
