Band,Ort Grimm,Ort XY,Y,X,Jahr eigene,Jahr,Region eigene,Region Grimm,Wein,Haus,Unnamed: 11,X_num,Y_num,year_num,interval,Wein_score,Wein_binary,Haus_score,Haus_binary
2.0,Pellingen,,"49,67472222","6,671111111",1545,1545,WMD,WMD,,,,6.671111111,49.67472222,1545.0,1500-1549,,,,
4.0,Penningen (Saar),,,,1490,Abschrift Ende 15. Jh.,WMD,WMD,,u,,,,1490.0,1450-1499,,,0.0,0.0
1.0,Petershausen Langslacht heute Landschlacht am Bodensee,,"47,6276","9,2454",NN,NN,CH,CH,,u,,9.2454,47.6276,,,,,0.0,0.0
2.0,Peterswald(e) (Mosel),,"50,0075","7,289167",1556,1556,WMD,WMD,,,,7.289167,50.0075,1556.0,1550-1599,,,,
6.0,Pfaunloch bei Nördlingen,,"48,850696","10,435048",1480,1480,WOD,Schwaben,,au,,10.435048,48.850696,1480.0,1450-1499,,,1.0,1.0
4.0,Pfinn bei Frauenfeld,,"47,596064","8,955703",1502,1502,CH,CH,,,,8.955703,47.596064,1502.0,1500-1549,,,,
2.0,Pleizenhausen bei Simmern,,"50,015556","7,569722",1582,1582,WMD,WMD,,,,7.569722,50.015556,1582.0,1550-1599,,,,
5.0,Pratteln bei Sissach,,,,NN,NN,CH,CH,,,,,,,,,,,
2.0,Püderich (Mosel),,"50,041389","7,132222",NN,NN,WMD,WMD,,,,7.132222,50.041389,,,,,,
2.0,Querscheid (Saar),,"49,324444","7,051111",1466,1466,WMD,WMD,,au,,7.051111,49.324444,1466.0,1450-1499,,,1.0,1.0
3.0,Raesfeld,,"51,766667","6,833333",1575,1575,NDT,Westfalen,,au,,6.833333,51.766667,1575.0,1550-1599,,,1.0,1.0
6.0,Raschenberg bei Traunstein,,"47,846908","12,784273",1671,1671,OOD,Baiern,,au,,12.784273,47.846908,1671.0,1650-1699,,,1.0,1.0
3.0,Raxendorf,,"48,34","15,27",1460,1460,OOD,AT,,,,15.27,48.34,1460.0,1450-1499,,,,
1.0,Rechtenbach,Stegen (Dreisamtal),"47,982778","7,963889",NN,NN,WOD,Baden,,,,7.963889,47.982778,,,,,,
1.0,Regensberg,,"47,484164","8,438887",1501,1501,CH,CH,,,,8.438887,47.484164,1501.0,1500-1549,,,,
4.0,Regisheim,,,,1303,1303,Elsass,Elsass,,u,,,,1303.0,1300-1349,,,0.0,0.0
4.0,Reichenburg,,,,1536,1536,CH,CH,,u,,,,1536.0,1500-1549,,,0.0,0.0
6.0,Reichswald bei Nürnberg,,"49,49712","11,184769",1294,1294,MDT,Franken,,,,11.184769,49.49712,1294.0,1250-1299,,,,
1.0,Reingau,,"49,979021","7,923435",1487,1487,MDT,MDT,,,,7.923435,49.979021,1487.0,1450-1499,,,,
1.0,Reingau,,"49,979021","7,923435",1324,1324,WMD,WMD,,,,7.923435,49.979021,1324.0,1300-1349,,,,
1.0,Reingau Landrecht,,"49,979021","7,923435",1390,Ende 14. Jh.,WMD,WMD,,au,,7.923435,49.979021,1390.0,1350-1399,,,1.0,1.0
5.0,Reitwiller,,,,1250,13. Jh.,Elsass,Elsass,,,,,,1250.0,1250-1299,,,,
6.0,Remlingen bei Wertheim,,"49,804444","9,694167",1409,1409,MDT,Franken,,au,,9.694167,49.804444,1409.0,1400-1449,,,1.0,1.0
2.0,Retterand (bei Mayen),,"50,272011","7,015444",NN,NN,WMD,WMD,,,,7.015444,50.272011,,,,,,
4.0,Rheingau Land,,"49,979021","7,923435",1324,1324,MDT,Hessen,,,,7.923435,49.979021,1324.0,1300-1349,,,,
5.0,Ribeauvillé,,"48,19527778","7,318333333",1580,1580,Elsass,Elsass,,,,7.318333333,48.19527778,1580.0,1550-1599,,,,
,Richolt (bei Aachen),,,,1469,"1469, Abschrift 1726",NDT,Westfalen,,au,,,,1469.0,1450-1499,,,1.0,1.0
1.0,Rickenbach und Schwarzenbach an der Glat,,"47,219719","8,153618",1495,1495,CH,CH,,,,8.153618,47.219719,1495.0,1450-1499,,,,
4.0,Riespack bei Altkirch,,"47,540556","7,287778",1390,14. Jh. Ende,Elsass,Elsass,,,,7.287778,47.540556,1390.0,1350-1399,,,,
2.0,Rievenich (Mosel),,"49,8775","6,846111",NN,NN,WMD,WMD,,au,,6.846111,49.8775,,,,,1.0,1.0
,Rimsbach (bei Merzig),,,,1558,1558,MDT,Hessen,,au,,,,1558.0,1550-1599,,,1.0,1.0
5.0,Rittershofen,,"48,90361111","7,951666667",1385,1385,Elsass,Elsass,,,,7.951666667,48.90361111,1385.0,1350-1399,,,,
3.0,Rorbach,,"50,31","9,05",1350,14. Jh.,MDT,Hessen,,,,9.05,50.31,1350.0,1350-1399,,,,
1.0,Rorbas bei Bülach,,"47,531665","8,58",1605,1605,CH,CH,,,,8.58,47.531665,1605.0,1600-1649,,,,
6.0,Rotenfels bei Lohr und Wertheim,,"49,890296","9,59018",1494,1494,MDT,Franken,,,,9.59018,49.890296,1494.0,1450-1499,,,,
2.0,Rüdesheim,,"49,979021","7,923435",NN,NN,WMD,WMD,,,,7.923435,49.979021,,,,,,
3.0,Runkel,,"50,41","8,16",1449,1449,MDT,Hessen,,,,8.16,50.41,1449.0,1400-1449,,,,
4.0,Sanct Blasien Hof am Schluchsee,,"47,761944","8,128333",1373,1373,WOD,Schwaben,,u,,8.128333,47.761944,1373.0,1350-1399,,,0.0,0.0
4.0,Sanct Blasien Waldamt,,"47,761944","8,128333",1383,1383,WOD,Schwaben,,u,,8.128333,47.761944,1383.0,1350-1399,,,0.0,0.0
3.0,Sandwell bei Horstmar,,"52,08","7,31",1566,1566,NDT,Westfalen,,au,,7.31,52.08,1566.0,1550-1599,,,1.0,1.0
5.0,Schaffhausen,Schaffhouse-près-Seltz,,,1474,1474,Elsass,Elsass,,,,,,1474.0,1450-1499,,,,
3.0,Schaumburg,,"52,29","9,21",1720,1720,NDT,Niedersachsen,,,,9.21,52.29,1720.0,1700-1749,,,,
5.0,Schifferstadt,,"49,38611111","8,376111111",1642,Abschrift 1642,WMD,WMD,,au,,8.376111111,49.38611111,1642.0,1600-1649,,,1.0,1.0
2.0,Schillingen Waldweiler,,"49,634261","6,784994",1549,1549,WMD,WMD,,au,,6.784994,49.634261,1549.0,1500-1549,,,1.0,1.0
3.0,Schlechtenwegen,,"50,54","9,43",1417,1417,MDT,Hessen,,,,9.43,50.54,1417.0,1400-1449,,,,
2.0,Schleiden (Prüm),,"50,53","6,476389",1547,1547,WMD,WMD,,au,,6.476389,50.53,1547.0,1500-1549,,,1.0,1.0
5.0,Schlettstadt (Elsass),,,,1583,Abschrift 1583,Elsass,Elsass,,au,,,,1583.0,1550-1599,,,1.0,1.0
5.0,Schluechtern,Schlüchtern,,,1490,Ende 15. Jh,MDT,MDT,,,,,,1490.0,1450-1499,,,,
5.0,Schluechtern,Schlüchtern,,,1405,1405,MDT,MDT,,,,,,1405.0,1400-1449,,,,
5.0,Schöllbronn,,"48,895","8,420555556",1485,1485,WOD,Baden,,,,8.420555556,48.895,1485.0,1450-1499,,,,
4.0,Schönau Sondergüter,,"47,786667","7,894167",1352,1352,WOD,Schwaben,,u,,7.894167,47.786667,1352.0,1350-1399,,,0.0,0.0
4.0,Schönau Todtnau Wiesenthal,,"47,786667","7,894167",1321,1321,WOD,Schwaben,,,,7.894167,47.786667,1321.0,1300-1349,,,,
4.0,Schönau Todtnau Wiesenthal,,"47,786667","7,894167",1519,1519,WOD,Schwaben,,au,,7.894167,47.786667,1519.0,1500-1549,,,1.0,1.0
4.0,Schönau und Todtnau Wiesenthal,,"47,786667","7,894167",1373,1373,WOD,Schwaben,,,,7.894167,47.786667,1373.0,1350-1399,,,,
3.0,Schontra bei Kissingen,,"50,27","9,86",1450,15. Jh.,MDT,Franken,,,,9.86,50.27,1450.0,1450-1499,,,,
3.0,Schöpplenberg,,"51,3","7,45",1399,1399_1403,NDT,Westfalen,,,,7.45,51.3,1399.0,1350-1399,,,,
1.0,Schwanheim bei Höchst,,"50,086944","8,581944",1421,1421,MDT,MDT,,,,8.581944,50.086944,1421.0,1400-1449,,,,
5.0,Schwarzwald,,48,8,1484,1484,WOD,Baden,,u,,8.0,48.0,1484.0,1450-1499,,,0.0,0.0
2.0,Schweich (Prüm),,"49,819561","6,752217",1563,vor 1563,WMD,WMD,,,,6.752217,49.819561,1563.0,1550-1599,,,,
3.0,Seffern,,"50,06","6,5",1549,1549,WMD,WMD,,,,6.5,50.06,1549.0,1500-1549,,,,
3.0,Selbold,,"50,18","9,04",1366,1366,MDT,Hessen,,,,9.04,50.18,1366.0,1350-1399,,,,
6.0,Sendelbach,,,,1494,1494,MDT,Franken,,au,,,,1494.0,1450-1499,,,1.0,1.0
6.0,Sendelbach und Pfloxbach,,,,1537,1537,MDT,Franken,,au,,,,1537.0,1500-1549,,,1.0,1.0
2.0,Sensweiler,,"49,77","7,2",1550,1520–1550,WMD,WMD,,au,,7.2,49.77,1550.0,1550-1599,,,1.0,1.0
5.0,Seulenberg,,50,9,1484,1484,MDT,Hessen,,,,9.0,50.0,1484.0,1450-1499,,,,
3.0,Sieben freie Hagen,Hagenburg,"52,433611","9,326944",NN,NN,NDT,Niedersachsen,,au,,9.326944,52.433611,,,,,1.0,1.0
4.0,Sierenz bei Hüningen und Mühlhausen,,"47,655556","7,455833",1425,1425,Elsass,Elsass,,,,7.455833,47.655556,1425.0,1400-1449,,,,
1.0,Sigmonswald(e) bei Waldkirch,,"48,100278","8,055833",NN,NN,WOD,Baden,,u,,8.055833,48.100278,,,,,0.0,0.0
2.0,Sinzig,,"50,66","6,648056",1550,16. Jh.,WMD,WMD,,au,,6.648056,50.66,1550.0,1550-1599,,,1.0,1.0
5.0,Sommeri,,"47,566665","9,283335",1474,1474,CH,CH,,,,9.283335,47.566665,1474.0,1450-1499,,,,
1.0,Speckbach bei Altkirch,,"47,671111","7,229167",NN,NN,Elsass,Elsass,,u,,7.229167,47.671111,,,,,0.0,0.0
2.0,Sprendlingen,,"49,86166667","7,9875",NN,NN,WMD,WMD,,,,7.9875,49.86166667,,,,,,
4.0,St. Catharina Dinghof Hochenburg,,"48,081111","7,355",1514,1514,Elsass,Elsass,,,,7.355,48.081111,1514.0,1500-1549,,,,
6.0,St. Clarenkloster zu München,,"48,133667","11,571789",1550,16. Jh.,OOD,Baiern,,,,11.571789,48.133667,1550.0,1550-1599,,,,
4.0,St. Lücker zwischen Hirtzbach und Carspach,,"47,596667","7,222222",1448,1448,Elsass,Elsass,,,,7.222222,47.596667,1448.0,1400-1449,,,,
2.0,St. Mattheis bei Trier,,"49,738056","6,631944",1604,1604,WMD,WMD,,,,6.631944,49.738056,1604.0,1600-1649,,,,
5.0,Steinach (St. Gallen),,,,1462,1462,CH,CH,,u,,,,1462.0,1450-1499,,,0.0,0.0
3.0,Steinbach,,"50,55","8,78",1492,1492,MDT,Hessen,,au,,8.78,50.55,1492.0,1450-1499,,,1.0,1.0
4.0,Steinen,,,,1413,1413,WOD,Schwarzwald,,u,,,,1413.0,1400-1449,,,0.0,0.0
4.0,Steinheim,,"50,106389","8,913611",1550,16. Jh.,MDT,MDT,,,,8.913611,50.106389,1550.0,1550-1599,,,,
4.0,Steinwedel,,"52,410003","9,990508",1500,1500,NDT,Niedersachsen,,,,9.990508,52.410003,1500.0,1500-1549,,,,
4.0,Steinwedel,,"52,410003","9,990508",1512,1512,NDT,Niedersachsen,,u,,9.990508,52.410003,1512.0,1500-1549,,,0.0,0.0
4.0,Steinwedel Wald,,"52,410003","9,990508",1558,1558,NDT,Niedersachsen,,au,,9.990508,52.410003,1558.0,1550-1599,,,1.0,1.0
,"Steinwendel, Steinwendler Wald",,,,1530,1530,NDT,Niedersachsen,,au,,,,1530.0,1500-1549,,,1.0,1.0
5.0,Stetten,,50,8,1521,1521,MDT,Hessen,,,,8.0,50.0,1521.0,1500-1549,,,,
6.0,Stetten (bei Hartheim),,,,1409,1409,MDT,Franken,,,,,,1409.0,1400-1449,,,,
6.0,Stetten (bei Hartheim),,,,1422,1422,MDT,Franken,,u,,,,1422.0,1400-1449,,,0.0,0.0
1.0,Stollhofen,,"48,766034","8,049202",NN,NN,WOD,Baden,,,,8.049202,48.766034,,,,,,
2.0,Stotzheim bei Hardt,,"50,628611","6,812222",1622,1622,WMD,WMD,,au,,6.812222,50.628611,1622.0,1600-1649,,,1.0,1.0
3.0,Strohn (Eifel),,"50,11","6,92",1510,1510,WMD,Moselfränkisch,,,,6.92,50.11,1510.0,1500-1549,,,,
1.0,Sundhaus bei Schletstadt,,"48,250833","7,603056",NN,NN,Elsass,Elsass,,u,,7.603056,48.250833,,,,,0.0,0.0
1.0,Swindrazheim bei Brumat und Buchsweilser,,"48,756944","7,601667",NN,NN,Elsass,Elsass,,,,7.601667,48.756944,,,,,,
3.0,"T, Hofmark zu T",Landshut,"48,537222","12,152222",1554,1554,OOD,Baiern,,au,Bei Landshut?,12.152222,48.537222,1554.0,1550-1599,,,1.0,1.0
2.0,Talfank bei Trier,,"49,755833","6,996667",1505,1505,WMD,WMD,,u,,6.996667,49.755833,1505.0,1500-1549,,,0.0,0.0
1.0,Tanneg und Fischingen (Thurgau),,"47,4282","8,947",1432,1432,CH,CH,,,,8.947,47.4282,1432.0,1400-1449,,,,
2.0,Tavern bei Grevenmachern,,"49,679433","6,449722",1680,1680,WMD,WMD,,,,6.449722,49.679433,1680.0,1650-1699,,,,
5.0,Tessenberg,,47,7,1352,1352,CH,CH,,u,,7.0,47.0,1352.0,1350-1399,,,0.0,0.0
1.0,Tettingen,D�ttingen,"47,57103","8,25628",NN,NN,CH,Baden,,u,,8.25628,47.57103,,,,,0.0,0.0
4.0,Thalweil,,"47,29142","8,56556",1390,14. Jh. Ende,CH,CH,,u,,8.56556,47.29142,1390.0,1350-1399,,,0.0,0.0
1.0,"Thalweis, Oberrieden, Langnau",,"47,29142","8,56556",1572,1572,CH,CH,,,,8.56556,47.29142,1572.0,1550-1599,,,,
4.0,Thiengen (bei Waldshut),,,,1301,1301,WOD,Schwarzwald,,u,,,,1301.0,1300-1349,,,0.0,0.0
6.0,Thierhaupten,,"48,56666667","10,91666667",1475,1475,OOD,Baiern,,,,10.91666667,48.56666667,1475.0,1450-1499,,,,
1.0,Thürlinden Thurgau,,"47,44749","9,06074",1458,1458,CH,CH,,,,9.06074,47.44749,1458.0,1450-1499,,,,
4.0,Tobel,,"47,5166","9,0337",1492,1492,CH,CH,,u,,9.0337,47.5166,1492.0,1450-1499,,,0.0,0.0
4.0,Todtnau,,,,1321,1321,WOD,Schwarzwald,,u,,,,1321.0,1300-1349,,,0.0,0.0
1.0,Töss zwischen Zürich und Winterthur,,"47,490833","8,707222",1536,1536,CH,CH,,u,,8.707222,47.490833,1536.0,1500-1549,,,0.0,0.0
3.0,Tostede,Tostedt,"53,2826","9,7124",1534,1534,NDT,Niedersachsen,,u,,9.7124,53.2826,1534.0,1500-1549,,,0.0,0.0
1.0,Treyse Drais FAKE (Werkmüller 1972: 163),,,,1489,1489,,,,,,,,1489.0,1450-1499,,,,
6.0,Trochtelfingen bei Nördlingen,,"48,308056","9,244444",1416,1416,WOD,Schwaben,,,,9.244444,48.308056,1416.0,1400-1449,,,,
6.0,Trochtelfingen bei Nördlingen,,"48,308056","9,244444",1450,15. Jh.,WOD,Schwaben,,u,,9.244444,48.308056,1450.0,1450-1499,,,0.0,0.0
6.0,Trochtelfingen bei Nördlingen,,"48,308056","9,244444",1501,16. Jh. Anfang,WOD,Schwaben,,,,9.244444,48.308056,1501.0,1500-1549,,,,
3.0,Trostberg,,"48,03","12,56",1326,1326,OOD,Baiern,,,,12.56,48.03,1326.0,1300-1349,,,,
5.0,Truongen (St. Gallen),,,,1435,1435,CH,CH,,u,,,,1435.0,1400-1449,,,0.0,0.0
5.0,Ueberlingen,Überlingen,,,1450,15. Jh,WOD,Baden,,u,,,,1450.0,1450-1499,,,0.0,0.0
5.0,Uelfingen (bei Bern),,,,1352,1352,CH,CH,,u,,,,1352.0,1350-1399,,,0.0,0.0
5.0,Ueszlingen,Uesslingen,"47,5816","8,8327",1431,1431,CH,CH,,u,,8.8327,47.5816,1431.0,1400-1449,,,0.0,0.0
3.0,Ulmbach (bei Steinau),,"50,366667","9,416667",1415,1415,MDT,Hessen,,u,,9.416667,50.366667,1415.0,1400-1449,,,0.0,0.0
3.0,Umhausen,,"47,14","10,93",NN,NN,OOD,AT,,,,10.93,47.14,,,,,,
6.0,Unter- und Oberschippach bei Klingenberg,,"49,670721","9,31655",1594,1594,MDT,Franken,,,,9.31655,49.670721,1594.0,1550-1599,,,,
6.0,"Unter-Pleichfeld, Esleben, Kuernach bei Würzburg",,"49,866667","10,05",1400,1400,MDT,Franken,,u,,10.05,49.866667,1400.0,1400-1449,,,0.0,0.0
3.0,Urpsingen,,"49,901667","9,671389",1545,1545 Abschrift 1633,MDT,Franken,,au,,9.671389,49.901667,1545.0,1500-1549,,,1.0,1.0
1.0,Usingen,Uhingen,"48,705833","9,591944",NN,NN,WOD,Schwarzwald,,u,,9.591944,48.705833,,,,,0.0,0.0
1.0,Ütenheim = Ittemheim bei Strasbourg und Wangen,,"48,604167","7,594444",1550,16. Jh.,Elsass,Elsass,,,,7.594444,48.604167,1550.0,1550-1599,,,,
3.0,Vilbel,,"50,18","8,74",1453,1453,MDT,Hessen,,,,8.74,50.18,1453.0,1450-1499,,,,
6.0,Vilseck bei Amberg Oberpfalz,,"49,610833","11,805278",1410,1410,OOD,Franken,,au,,11.805278,49.610833,1410.0,1400-1449,,,1.0,1.0
4.0,Volgelsheim bei Neubreisach,,"48,015833","7,547778",1390,14. Jh. Ende,Elsass,Elsass,,,,7.547778,48.015833,1390.0,1350-1399,,,,
4.0,Volkersen,,,,1530,1530,NDT,Niedersachsen,,u,,,,1530.0,1500-1549,,,0.0,0.0
4.0,Volkersen,,,,1526,1526,NDT,Niedersachsen,,u,,,,1526.0,1500-1549,,,0.0,0.0
3.0,"Vorholz (bei Derneburg, Holle)",,"52,127139","10,10275",NN,NN,NDT,Niedersachsen,,au,,10.10275,52.127139,,,,,1.0,1.0
1.0,Waldau bei Espach,Waldau (Titisee-Neustadt),"47,9815","8,16383",NN,NN,WOD,Baden,,u,,8.16383,47.9815,,,,,0.0,0.0
2.0,Waldesch,,"50,2825","7,545",1722,1722,WMD,WMD,,,,7.545,50.2825,1722.0,1700-1749,,,,
2.0,Walsdorf,,"50,279819","6,708206",1514,1514,WMD,WMD,,au,,6.708206,50.279819,1514.0,1500-1549,,,1.0,1.0
4.0,Wangen in der March (Schwyz),,,,1436,1436,CH,CH,,u,,,,1436.0,1400-1449,,,0.0,0.0
3.0,Wartmansrode,,"50,17","9,79",NN,NN,MDT,Franken,,au,,9.79,50.17,,,,,1.0,1.0
5.0,Wasserburg,,49,8,1441,1441,Elsass,Elsass,,,,8.0,49.0,1441.0,1400-1449,,,,
5.0,Wattwil,,47,9,1500,um 1500,CH,CH,,,,9.0,47.0,1500.0,1500-1549,,,,
1.0,Weggis bei Lucern,,"47,032497","8,438336",1301,Anfang 14.Jh.,,,,u,,8.438336,47.032497,1301.0,1300-1349,,,0.0,0.0
5.0,Weilerbach Ramstein Steinwenden,,,,NN,NN,WMD,WMD,,au,,,,,,,,1.0,1.0
4.0,Weinfelden (Thurgau),,,,1474,1474,CH,CH,,au,,,,1474.0,1450-1499,,,1.0,1.0
4.0,Weinsheim bei Kreuznach,,"49,8375","7,766944",NN,NN,WMD,WMD,,,,7.766944,49.8375,,,,,,
4.0,Weldorf bei Jülich,,"50,95","6,416667",1704,1704,WMD,WMD,,,,6.416667,50.95,1704.0,1700-1749,,,,
3.0,Welmich,,"50,17","7,69",1509,1509,WMD,WMD,,,,7.69,50.17,1509.0,1500-1549,,,,
3.0,Wenigern bei Volmerstein,,"51,37","7,38",NN,NN,NDT,Westfalen,,,,7.38,51.37,,,,,,
3.0,Werdenfels,,"47,52","11,1",1431,1431,OOD,Baiern,,,,11.1,47.52,1431.0,1400-1449,,,,
3.0,Werne an der Lippe,,"51,67","7,62",1569,1569,NDT,Westfalen,,,,7.62,51.67,1569.0,1550-1599,,,,
5.0,Werschwylen,Weerswilen,"47,5764","9,135",NN,NN,CH,CH,,u,,9.135,47.5764,,,,,0.0,0.0
3.0,Westrenwald,Westerwald (kein Ort)/ Warendorf,"51,953889","7,993333",1682,1682,NDT,Westfalen,,au,,7.993333,51.953889,1682.0,1650-1699,,,1.0,1.0
5.0,Wettingen,,"47,46586","8,32666",1694,1694,CH,CH,,u,,8.32666,47.46586,1694.0,1650-1699,,,0.0,0.0
5.0,Wettingen,,"47,46586","8,32666",1457,1457,CH,CH,,,,8.32666,47.46586,1457.0,1450-1499,,,,
5.0,Wettingen,,"47,46586","8,32666",1488,1488,CH,CH,,,,8.32666,47.46586,1488.0,1450-1499,,,,
3.0,Wicker,,"50,03","8,4",1553,1553,MDT,Hessen,,,,8.4,50.03,1553.0,1550-1599,,,,
2.0,Wiesbaum bei Hillesheim,,"50,340683","6,669875",1575,1575,WMD,WMD,,,,6.669875,50.340683,1575.0,1550-1599,,,,
1.0,Wiesendangen bei Winterthur,,"47,522494","8,791112",1473,1473,CH,CH,,u,,8.791112,47.522494,1473.0,1450-1499,,,0.0,0.0
4.0,Wigoltingen,,"47,59999722","9,016655556",1403,1403,CH,CH,,u,,9.016655556,47.59999722,1403.0,1400-1449,,,0.0,0.0
5.0,Wildenhaus (bei Wallenstadt),,,,NN,NN,CH,CH,,au,,,,,,,,1.0,1.0
3.0,Wildenschönau,,"48,55","12,57",1440,1440,OOD,Baiern,,,,12.57,48.55,1440.0,1400-1449,,,,
5.0,Wilgartswiesen,,"49,20916667","7,879444444",NN,NN,WMD,WMD,,au,,7.879444444,49.20916667,,,,,1.0,1.0
4.0,Wilr Wir Weiler im Thal,,,,1490,Ende 15. Jh.,Elsass,Elsass,,,,,,1490.0,1450-1499,,,,
3.0,Wimberg,,"48,28","15,06",1567,1567,OOD,AT,,,,15.06,48.28,1567.0,1550-1599,,,,
6.0,Winhering bei Neuötting,,"48,266667","12,65",1594,1594,OOD,Baiern,,au,,12.65,48.266667,1594.0,1550-1599,,,1.0,1.0
5.0,Winzenberg (St. Gallen),,,,1450,15. Jh,CH,CH,,u,,,,1450.0,1450-1499,,,0.0,0.0
4.0,Wipkingen,,"47,39267","8,523429",1450,15. Jh.,CH,CH,,u,,8.523429,47.39267,1450.0,1450-1499,,,0.0,0.0
5.0,Wirtheim,,"50,2225","9,262777778",1361,1361,MDT,Hessen,,,,9.262777778,50.2225,1361.0,1350-1399,,,,
5.0,Wische und Storßbach im Bruschtal (Elsass),,,,NN,NN,Elsass,Elsass,,u,,,,,,,,0.0,0.0
3.0,Wisenfeld (bei Lohr),,"49,99356","9,68119",1351,1351,MDT,Hessen,,au,,9.68119,49.99356,1351.0,1350-1399,,,1.0,1.0
3.0,Wising,,"47,51","12,06",NN,NN,OOD,AT,,,,12.06,47.51,,,,,,
2.0,Wolf bei Cröve (Mosel),,"49,978563","7,103908",1435,1435,WMD,WMD,,,,7.103908,49.978563,1435.0,1400-1449,,,,
4.0,Wolfschwiler,,,,1438,1438,Elsass,Elsass,,u,,,,1438.0,1400-1449,,,0.0,0.0
5.0,Wollen,Wollen,47,8,1562,1562,CH,CH,,,,8.0,47.0,1562.0,1550-1599,,,,
1.0,Wyler (in der Treisamgegend),,"47,982778","7,963889",NN,NN,WOD,Baden,,u,,7.963889,47.982778,,,,,0.0,0.0
2.0,Zinxheim bei Schleiden und Münstereifel,,"50,508611","6,657222",1622,1622,WMD,WMD,,,,6.657222,50.508611,1622.0,1600-1649,,,,
5.0,Zuckerriet (St. Gallen),,,,1430,1430,CH,CH,,u,,,,1430.0,1400-1449,,,0.0,0.0
1.0,Züsch bei Hermanskell und Achtelsbach,,"49,648522","7,006139",1592,1592,WMD,WMD,,,,7.006139,49.648522,1592.0,1550-1599,,,,
1.0,Zwingenberg Bergstraße bei Malchenberg,,"49,7225","8,613889",1688,zwischen 1688 und 1739,MDT,MDT,,,,8.613889,49.7225,1688.0,1650-1699,,,,
