"Band","Ort Grimm","Ort XY","Y","X","Jahr eigene","Jahr","Region eigene","Region Grimm","Wein","Haus","Variante","Diph_Bin","Jahr_num","X_num","Y_num"
2,"Eidenborn Falscheid (Saar)",NA,"49,39145","6,90512","1564","1564","WMD","WMD","ei","au","ei",1,1564,6.90512,49.39145
2,"Eidger und Eller (Mosel)","Ediger-Eller","50,098056","7,150833","1550","16. Jh.","WMD","WMD","ei",NA,"ei",1,1550,7.150833,50.098056
2,"Eidinger Eller (Mosel)","Ediger-Eller","50,098056","7,150833","1550","16. Jh.","WMD","WMD","ei","au","ei",1,1550,7.150833,50.098056
1,"Ekbolzheim","Ekbolzheim","48,578889","7,689722","1532","1532","Elsass","Elsass","ei",NA,"ei",1,1532,7.689722,48.578889
2,"Ellenz (Mosel)",NA,"50,114167","7,233889","1644","1644","WMD","WMD","ei",NA,"ei",1,1644,7.233889,50.114167
2,"Emmel (Mosel)",NA,"49,883056","6,916667","1532","1532","WMD","WMD","ei","au","ei",1,1532,6.916667,49.883056
2,"Endenich (Bonn)",NA,"50,725139","7,072833","1552","1552","WMD","WMD","ei",NA,"ei",1,1552,7.072833,50.725139
3,"Enzersdorf","Enzersdorf an der Fischa","48,079444","16,606667","1575","1575","OOD","Österreich","ei",NA,"ei",1,1575,16.606667,48.079444
2,"Esch",NA,"49,898056","6,850278","1561","1561","WMD","WMD","ei","au","ei",1,1561,6.850278,49.898056
2,"Eschweiler","Eschweiler (Junglinster)","49,717083","6,310053","1401","1401","WMD","WMD","ei",NA,"ei",1,1401,6.310053,49.717083
2,"Eschweiler (Weisthum des Glöckners)","Eschweiler (Junglinster)","49,717083","6,310053","1401","1401","WMD","WMD","ei",NA,"ei",1,1401,6.310053,49.717083
2,"Faha",NA,"49,525933","6,486139","1462","1462","WMD","WMD","ei",NA,"ei",1,1462,6.486139,49.525933
2,"Faha",NA,"49,525933","6,486139","1529","1529","WMD","WMD","ei",NA,"ei",1,1529,6.486139,49.525933
2,"Fankel","Bruttig-Fankel","50,131389","7,231667","1459","1459","WMD","WMD","ei",NA,"ei",1,1459,7.231667,50.131389
6,"Fankel",NA,"50,131389","7,231667","1446","1446","WMD","WMD","ei",NA,"ei",1,1446,7.231667,50.131389
3,"Fellerich",NA,"49,681262","6,499994","1600","1600","WMD","WMD","ei",NA,"ei",1,1600,6.499994,49.681262
2,"Filzen (Hochwald)",NA,"49,6736","6,5632","1598","1598","WMD","WMD","ei",NA,"ei",1,1598,6.5632,49.6736
1,"Fischbach, Waldfischbach bei Türkheim",NA,"49,284586","7,652663","1536","1536","WMD","WMD","ei","au","ei",1,1536,7.652663,49.284586
1,"Fossenhelde",NA,"50,370833","8,015833","1444","1444","MDT","MDT","ei",NA,"ei",1,1444,8.015833,50.370833
1,"Fossenhelde = Fuchshöhe bei Diez",NA,"50,370833","8,015833","1383","1383","MDT","MDT","ei",NA,"ei",1,1383,8.015833,50.370833
2,"Fritzdorf (bei Bonn)",NA,"50,595998","7,090173","1515","1515","WMD","WMD","ei",NA,"ei",1,1515,7.090173,50.595998
1,"Gärteshecken bei Burgschwalbach und Hanstetten",NA,"50,283222","8,080275","1540","1540","MDT","MDT","ei",NA,"ei",1,1540,8.080275,50.283222
2,"Gartzem (bei Münstereifel)","Obergartzem","50,633333","6,7","1573","1573","WMD","WMD","ei",NA,"ei",1,1573,6.7,50.633333
5,"Gleiszweiler",NA,"49","8","1568","1568","Elsass","WMD","ei","au","ei",1,1568,8,49
2,"Godesberg (bei Bonn)",NA,"50,684722","7,155","1577","1577","WMD","WMD","ei","au","ei",1,1577,7.155,50.684722
6,"Goldburghausen bei Nördlingen",NA,"48,850556","10,433889","1575","1575","WOD","Schwaben","ei","au","ei",1,1575,10.433889,48.850556
2,"Graach",NA,"49,935","7,0625","1586","1586","WMD","WMD","ei","au","ei",1,1586,7.0625,49.935
2,"Gräferath (Eifel)","Niersbach","49,940278","6,7425","1615","1615","WMD","WMD","ei",NA,"ei",1,1615,6.7425,49.940278
6,"Greggenhofen im Allgäu bei Sonthofen",NA,"47,570722","10,268194","1387","1387","OOD","Schwaben","ei",NA,"ei",1,1387,10.268194,47.570722
5,"Groß Bockenheim",NA,"50","8","1300","1300","WMD","WMD","ei","au","ei",1,1300,8,50
2,"Gutenberg (Hundsrück, Nahe)",NA,"49,879722","7,798611","1498","1498","WMD","WMD","ei",NA,"ei",1,1498,7.798611,49.879722
6,"Gutweiler bei Trier",NA,"49,72","6,726667","1558","1558","WMD","WMD","ei",NA,"ei",1,1558,6.726667,49.72
2,"Halsenbach u. Bickenbach","Halsenbach","50,17606","7,5506","1647","1647","WMD","WMD","ei",NA,"ei",1,1647,7.5506,50.17606
2,"Harlingen (Saar)",NA,"49,420067","6,650247","1570","1570","WMD","WMD","ei",NA,"ei",1,1570,6.650247,49.420067
1,"Haselach (bei Molsheim)",NA,"48,550556","7,329722","1336","1336","Elsass","Elsass","ei","u","ei",1,1336,7.329722,48.550556
3,"Hausen",NA,"49,9","11,03","1449","1449","MDT","Franken","ei",NA,"ei",1,1449,11.03,49.9
3,"Heidenheim","Heidenheim an der Brenz","48,67668","10,15406","1482","1482",NA,"Franken","ei",NA,"ei",1,1482,10.15406,48.67668
1,"Heimbach Weiss Gladbach (bei Koblenz)",NA,"50,450455","7,538711","1630","1630","WMD","MDT","ei",NA,"ei",1,1630,7.538711,50.450455
1,"Hengweiler",NA,"48,667222","7,333333","1584","1584","Elsass","Elsass","ei","au","ei",1,1584,7.333333,48.667222
5,"Heppenheim",NA,"49,64152778","8,645","1497","1497","MDT","MDT","ei",NA,"ei",1,1497,8.645,49.64152778
2,"Hetzerad (Esch)",NA,"49,878333","6,814167","1561","1561","WMD","WMD","ei",NA,"ei",1,1561,6.814167,49.878333
3,"Hilden (bei Düsseldorf)",NA,"51,171389","6,939444","1386","1386","NDT","Westfalen","ei",NA,"ei",1,1386,6.939444,51.171389
5,"Hochstetten",NA,"50","8","1543","1543","WMD","WMD","ei","au","ei",1,1543,8,50
5,"Hoerdt","Hœrdt","48,696389","7,783889","1565","1565","Elsass","Elsass","ei",NA,"ei",1,1565,7.783889,48.696389
6,"Hoevels bei Daun und Hillesheim",NA,"50,198611","6,831944","1559","1559","WMD","WMD","ei",NA,"ei",1,1559,6.831944,50.198611
3,"Hofbibra","Hofbieber","50,587222","9,837778","1525","1525","MDT","Hessen","ei",NA,"ei",1,1525,9.837778,50.587222
3,"Hofstätten, Massenbuch, Halsbach","Hofstetten (Gemünden am Main)","50,05619","9,65682","1456","1456","MDT","Franken","ei",NA,"ei",1,1456,9.65682,50.05619
3,"Hofstätten, Massenbuch, Halsbach","Hofstetten (Gemünden am Main)","50,05619","9,65682","1552","1552","MDT","Franken","ei",NA,"ei",1,1552,9.65682,50.05619
6,"Holzkirchen bei Öttingen",NA,"48,955278","10,605278","1450","1450","WOD","Schwaben","ei","au","ei",1,1450,10.605278,48.955278
6,"Huisheim bei Allerheim",NA,"48,824444","10,704722","1505","1505","WOD","Schwaben","ei","au","ei",1,1505,10.704722,48.824444
2,"Igel",NA,"49,71","6,548056","1537","1537","WMD","WMD","ei","au","ei",1,1537,6.548056,49.71
1,"Imbsheim","Imsheim","48,80229","7,454066","1559","1559","Elsass","Elsass","ei",NA,"ei",1,1559,7.454066,48.80229
2,"Immeroth (Eifel)",NA,"50,130278","6,959444","1660","1660","WMD","WMD","ei","au","ei",1,1660,6.959444,50.130278
6,"Irsch Serrig Beurig bei Saarburg",NA,"49,605","6,594444","1550","16. Jh.","WMD","WMD","ei",NA,"ei",1,1550,6.594444,49.605
6,"Itzlingen bei Schneidheim",NA,"48,905126","10,356232","1625","1625","WOD","Schwaben","ei","au","ei",1,1625,10.356232,48.905126
3,"Kaltensondheim",NA,"49,729489","10,088453","1468","1468","MDT","Franken","ei",NA,"ei",1,1468,10.088453,49.729489
2,"Kellenbach bei Kirn",NA,"49,8475","7,495","1560","1560","WMD","WMD","ei","au","ei",1,1560,7.495,49.8475
2,"Kenfuss",NA,"50,088361","7,020733","1500","1500","WMD","WMD","ei","au","ei",1,1500,7.020733,50.088361
6,"Kerlich Eifel",NA,"50,386944","7,495278","1551","1551","WMD","WMD","ei",NA,"ei",1,1551,7.495278,50.386944
2,"Kern (Mosel)","Moselkern","50,193611","7,371111","1680","1680","WMD","WMD","ei",NA,"ei",1,1680,7.371111,50.193611
6,"Kesselheim Eifel bzw Rhein",NA,"50,396389","7,585556","1551","1551","WMD","WMD","ei",NA,"ei",1,1551,7.585556,50.396389
3,"Kleinwelzheim",NA,"50,04","8,98","1533","1533","MDT","Franken","ei",NA,"ei",1,1533,8.98,50.04
6,"Kloster Baumburg Altenmarkt an der Alz",NA,"47,998056","12,530833","1439","1439","OOD","Baiern","ei",NA,"ei",1,1439,12.530833,47.998056
2,"Königreich (Saar bei Horchweiler)","ggf. Merchweiler","49,360278","7,06","1550","1550","WMD","WMD","ei",NA,"ei",1,1550,7.06,49.360278
2,"Krahnenforst (bei Münstereifel)","Neukirchen (Rheinbach) ","50,5888","6,92834","1586","1586","WMD","WMD","ei","au","ei",1,1586,6.92834,50.5888
1,"Kriftel (Borne und Crüftel)","Schlo�born und Kr�ftel","50,198333","8,381944","1556","1556","MDT","MDT","ei",NA,"ei",1,1556,8.381944,50.198333
1,"Landsberg (bei Heppenheim)",NA,"49,641528","8,645","1430","1430","MDT","Schwarzwald","ei",NA,"ei",1,1430,8.645,49.641528
3,"Lauterbach",NA,"50,64","9,4","1589","1589","MDT","Hessen","ei",NA,"ei",1,1589,9.4,50.64
3,"Lauterbach",NA,"50,64","9,4","1469","1469","MDT","Hessen","ei","au","ei",1,1469,9.4,50.64
3,"Lengfurt",NA,"49,81","9,603889","1448","1448","MDT","Franken","ei",NA,"ei",1,1448,9.603889,49.81
2,"Leye (Mosel/Eifel)","Koblenz-Lay","50,321111","7,539722","1555","1555","WMD","WMD","ei",NA,"ei",1,1555,7.539722,50.321111
2,"Liesdorf (Saar)",NA,"49,3025","6,758889","1458","1458","WMD","WMD","ei","u","ei",1,1458,6.758889,49.3025
1,"Limburg an der Lahn",NA,"50,38333333","8,066666667","1720","1720","MDT","WMD","ei",NA,"ei",1,1720,8.066666667,50.38333333
6,"Losheim",NA,"49,509777","6,756679","1599","1599","WMD","WMD","ei",NA,"ei",1,1599,6.756679,49.509777
2,"Lössenich (bei Münstereifel)",NA,"50,672222","6,669167","1529","1529","WMD","WMD","ei",NA,"ei",1,1529,6.669167,50.672222
2,"Luxem bei Düren, Zülpich",NA,"50,319444","7,106667","1544","1544","WMD","WMD","ei","au","ei",1,1544,7.106667,50.319444
2,"Luxingen (Eifel)","Lissingen","50,21599","6,63678","1563","1563","WMD","WMD","ei",NA,"ei",1,1563,6.63678,50.21599
2,"Mannenbach","Mannebach (Beltheim)","50,111026","7,432213","1601","1601","WMD","WMD","ei",NA,"ei",1,1601,7.432213,50.111026
6,"Markt Offingen","Offingen bei Wallerstein","48,923611","10,468056","1381","1381","WOD","Schwaben","ei","au","ei",1,1381,10.468056,48.923611
2,"Martinsdorf","Mertesdorf","49,771944","6,732778","1542","1542","WMD","WMD","ei",NA,"ei",1,1542,6.732778,49.771944
6,"Mayen",NA,"50,329615","7,221258","1556","1556","WMD","WMD","ei",NA,"ei",1,1556,7.221258,50.329615
4,"Meddersheim",NA,"49,776944","7,618333","1514","1514","WMD","WMD","ei","au","ei",1,1514,7.618333,49.776944
2,"Mengerschied (Hunsrück)",NA,"49,914167","7,511389","1539","1539","WMD","WMD","ei",NA,"ei",1,1539,7.511389,49.914167
2,"Merzig (Saar)",NA,"49,44278","6,63715","1529","1529","WMD","WMD","ei",NA,"ei",1,1529,6.63715,49.44278
2,"Metloch (Saar)","Mettlach","49,493889","6,6","1485","1485","WMD","WMD","ei","au","ei",1,1485,6.6,49.493889
2,"Metternich (bei Koblenz)",NA,"50,365833","7,554167","1536","1536","WMD","WMD","ei",NA,"ei",1,1536,7.554167,50.365833
2,"Michelbach (Hochwald)",NA,"49,465047","6,838387","1514","1514","WMD","WMD","ei",NA,"ei",1,1514,6.838387,49.465047
2,"Michelnbach","Tholey ggf. Macherbach","49,481111","7,031389","1514","1514","WMD","WMD","ei",NA,"ei",1,1514,7.031389,49.481111
2,"Möringer Wald","Blankenheim-Wald","50,442129","6,597323","1518","1518","WMD","WMD","ei",NA,"ei",1,1518,6.597323,50.442129
2,"Moselweis",NA,"50,350833","7,558611","1580","1580","WMD","WMD","ei",NA,"ei",1,1580,7.558611,50.350833
6,"Mütscheid bei Münster-Eifel",NA,"50,480211","6,843119","1622","1622","WMD","WMD","ei","au","ei",1,1622,6.843119,50.480211
2,"Nalbach",NA,"49,378889","6,788056","1532","1532","WMD","WMD","ei",NA,"ei",1,1532,6.788056,49.378889
2,"Neef (Eifel)",NA,"50,091667","7,139167","1653","1653","WMD","WMD","ei",NA,"ei",1,1653,7.139167,50.091667
2,"Neumagen (Mosel)",NA,"49,85951","6,89762","1315","1315","WMD","WMD","ei",NA,"ei",1,1315,6.89762,49.85951
6,"Neustadt Erlach ",NA,"49,929748","9,574894","1494","1494","MDT","Franken","ei","au","ei",1,1494,9.574894,49.929748
1,"Niederdreiss",NA,"50,59511","7,6286","1622","1622","WMD","MDT","ei","au","ei",1,1622,7.6286,50.59511
3,"Niederernst",NA,"50,144722","7,225278","1584","1584","WMD","Moselfränkisch","ei",NA,"ei",1,1584,7.225278,50.144722
3,"Niederernst (Mosel)",NA,"50,144722","7,225278","1584","1584","WMD","WMD","ei",NA,"ei",1,1584,7.225278,50.144722
2,"Niedermendig","Mendig","50,374444","7,280833","1563","1563","WMD","WMD","ei",NA,"ei",1,1563,7.280833,50.374444
2,"Niederprüm",NA,"50,19606","6,41225","1576","1576","WMD","WMD","ei","au","ei",1,1576,6.41225,50.19606
1,"Niedersteinheim","Steinheim","50,106389","8,913611","1430","1430","MDT","MDT","ei",NA,"ei",1,1430,8.913611,50.106389
2,"Niederuflingen (Mosel)",NA,"50,059722","6,889722","1632","1632","WMD","WMD","ei",NA,"ei",1,1632,6.889722,50.059722
2,"Niederweis",NA,"49,870556","6,4675","1497","1497","WMD","WMD","ei",NA,"ei",1,1497,6.4675,49.870556
6,"Nohn Eifel",NA,"50,330278","6,786667","1586","1586","WMD","WMD","ei",NA,"ei",1,1586,6.786667,50.330278
3,"Nussdorf",NA,"48,26","16,36","1450","1450","OOD","Österreich","ei",NA,"ei",1,1450,16.36,48.26
2,"Oberdomphan","Oberdonven (Flaxweiler)","49,65029","6,39955","1542","1542","WMD","WMD","ei",NA,"ei",1,1542,6.39955,49.65029
3,"Obergundershausen",NA,"50,15","7,49","1771","Abschrift 1771","WMD","WMD","ei","au","ei",1,1771,7.49,50.15
3,"Obernaula","Oberaula","50,858056","9,470833","1462","1462","MDT","Hessen","ei",NA,"ei",1,1462,9.470833,50.858056
3,"Oberwesseling (bei Bonn)",NA,"50,823889","6,979722","1573","1573","WMD","WMD","ei",NA,"ei",1,1573,6.979722,50.823889
4,"Oppenau",NA,"48,47361111","8,159444444","1450","15. Jh.","WOD","Schwaben","ei","au","ei",1,1450,8.159444444,48.47361111
3,"Orenofen (an der Kill)",NA,"49,897028","6,652581","1550","1550","WMD","WMD","ei",NA,"ei",1,1550,6.652581,49.897028
2,"Orschholz (Saar)",NA,"49,504722","6,523611","1560","1560","WMD","WMD","ei",NA,"ei",1,1560,6.523611,49.504722
2,"Orschholz (Saar)",NA,"49,504722","6,523611","1560","1560","WMD","WMD","ei",NA,"ei",1,1560,6.523611,49.504722
2,"Osann (Mosel)",NA,"49,921667","6,955278","1595","1595","WMD","WMD","ei",NA,"ei",1,1595,6.955278,49.921667
2,"Osann (Mosel)",NA,"49,921667","6,955278","1608","1608","WMD","WMD","ei",NA,"ei",1,1608,6.955278,49.921667
1,"Otterberg (bei Kaiserslautern)",NA,"49,504444","7,771111","1550","16. Jh.","WMD","WMD","ei",NA,"ei",1,1550,7.771111,49.504444
3,"Ötting","Etting","48,805556","11,404444","1577","1577","OOD","Baiern","ei",NA,"ei",1,1577,11.404444,48.805556
3,"Patzmannsdorf",NA,"48,63","16,27","1460","1460","OOD","Österreich","ei","au","ei",1,1460,16.27,48.63
3,"Peitigau",NA,"47,8","9,79","1435","1435","OOD","Baiern","ei",NA,"ei",1,1435,9.79,47.8
2,"Pellingen",NA,"49,67472222","6,671111111","1545","1545","WMD","WMD","ei",NA,"ei",1,1545,6.671111111,49.67472222
2,"Perl","Perl (Mosel) ","49,473611","6,385","1468","1468","WMD","WMD","ei",NA,"ei",1,1468,6.385,49.473611
2,"Petermarkt","Dagstuhl","49,528774","6,891947","1623","1623","WMD","WMD","ei",NA,"ei",1,1623,6.891947,49.528774
3,"Peterslahr",NA,"50,6125","7,480556","1579","1579","WMD","WMD","ei",NA,"ei",1,1579,7.480556,50.6125
6,"Pfeffers Mannzucht-Rodel bei St Gallen",NA,"47,42356","9,37749","1523","1523","CH","CH","ei","u_au","ei",1,1523,9.37749,47.42356
2,"Piesport (Mosel)",NA,"49,883056","6,916667","1575","1575","WMD","WMD","ei","au","ei",1,1575,6.916667,49.883056
2,"Pluwig",NA,"49,690556","6,71","1542","1542","WMD","WMD","ei","au","ei",1,1542,6.71,49.690556
2,"Pommern (Mosel)",NA,"50,171111","7,273889","1606","1606","WMD","WMD","ei",NA,"ei",1,1606,7.273889,50.171111
2,"Pronzfeld (Prüm)",NA,"50,160556","6,341389","1476","1476","WMD","WMD","ei","u_au","ei",1,1476,6.341389,50.160556
3,"Prüm",NA,"50,208056","6,424444","1639","vor 1640","WMD","WMD","ei","au","ei",1,1639,6.424444,50.208056
2,"Ranspach (Saar)","Bliesransbach","49,165136","7,087921","1532","1532","WMD","WMD","ei",NA,"ei",1,1532,7.087921,49.165136
2,"Ravengirsburg bei Simmern Hundsrück",NA,"49,936944","7,478056","1509","1509 Abschrift 1600","WMD","WMD","ei",NA,"ei",1,1509,7.478056,49.936944
2,"Rech","bei Metloch","49,448611","6,61","1529","1529","WMD","WMD","ei",NA,"ei",1,1529,6.61,49.448611
5,"Reichartshausen",NA,"49,35694444","8,944444444","1561","1561","MDT","Baden","ei",NA,"ei",1,1561,8.944444444,49.35694444
4,"Reiningen",NA,"47,750556","7,231389","1581","1581","Elsass","Elsass","ei",NA,"ei",1,1581,7.231389,47.750556
3,"Ried","Harheimer Ried","50,1834","8,7027","1708","1708","MDT","Hessen","ei",NA,"ei",1,1708,8.7027,50.1834
3,"Rietberg",NA,"51,8081","8,42766","1697","1697","NDT","Westfalen","ei",NA,"ei",1,1697,8.42766,51.8081
2,"Riol und Velle (Mosel)",NA,"49,793333","6,791389","1537","1537","WMD","WMD","ei","au","ei",1,1537,6.791389,49.793333
2,"Rissenthal (Saar)",NA,"49,466667","6,754444","1620","1620","WMD","WMD","ei",NA,"ei",1,1620,6.754444,49.466667
5,"Romanswiller",NA,"48,64527778","7,406944444","1344","1344","Elsass","Elsass","ei",NA,"ei",1,1344,7.406944444,48.64527778
5,"Romanswiller",NA,"48,64527778","7,406944444","1589","1589","Elsass","Elsass","ei","au","ei",1,1589,7.406944444,48.64527778
6,"Rotweil",NA,"48,168056","8,624722","1574","1574","WOD","Schwaben","ei",NA,"ei",1,1574,8.624722,48.168056
1,"Rotzenhain ","Rotenhain","50,600833","7,8825","1537","1537","MDT","MDT","ei","au","ei",1,1537,7.8825,50.600833
2,"Saarbrücken",NA,"49,23265","6,99619","1557","1557","WMD","WMD","ei",NA,"ei",1,1557,6.99619,49.23265
3,"Sal","Remigiusberg","49,521567","7,438881","1487","1487","WMD","WMD","ei",NA,"ei",1,1487,7.438881,49.521567
2,"Salmenror (Esch)",NA,"49,927778","6,848333","1561","1561","WMD","WMD","ei",NA,"ei",1,1561,6.848333,49.927778
3,"Salzschlirf",NA,"50,62","9,51","1748","1748","MDT","Hessen","ei",NA,"ei",1,1748,9.51,50.62
2,"Sanct Mattheis bei Trier",NA,"49,738056","6,631944","1604","1604","WMD","WMD","ei",NA,"ei",1,1604,6.631944,49.738056
1,"Sandhofen am Rhein bei Mannheim",NA,"49,544695","8,443245","1527","1527","WMD","WMD","ei","au","ei",1,1527,8.443245,49.544695
2,"Scheidweiler (Mosel)","Kloster Springiersbach","50,02522","7,069454","1506","1506","WMD","WMD","ei","au","ei",1,1506,7.069454,50.02522
5,"Schiersfeld",NA,"49,69429167","7,763863889","1359","1359","WMD","WMD","ei","au","ei",1,1359,7.763863889,49.69429167
5,"Schifferstadt",NA,"49,38611111","8,376111111","1501","1501","WMD","WMD","ei",NA,"ei",1,1501,8.376111111,49.38611111
3,"Schlanders am Etsch",NA,"46,633333","10,766667","1400","1400","OOD","Tirol","ei","au","ei",1,1400,10.766667,46.633333
2,"Schleich (Mosel)",NA,"49,813056","6,841111","1508","1508","WMD","WMD","ei",NA,"ei",1,1508,6.841111,49.813056
3,"Schonterfeld Michaelau","Michelau in Oberfranken","50,166667","11,116667","1469","1469","MDT","Franken","ei",NA,"ei",1,1469,11.116667,50.166667
3,"Schwalheim",NA,"50,356158","8,763764","1779","1779","MDT","Hessen","ei","au","ei",1,1779,8.763764,50.356158
2,"Schweich (Prüm)",NA,"49,819561","6,752217","1517","1517","WMD","WMD","ei","au","ei",1,1517,6.752217,49.819561
2,"Senheim (Mosel)",NA,"50,085556","7,213056","1482","1482","WMD","WMD","ei",NA,"ei",1,1482,7.213056,50.085556
2,"Senheim (Mosel)",NA,"50,085556","7,213056","1482","1482","WMD","WMD","ei",NA,"ei",1,1482,7.213056,50.085556
3,"Sickte",NA,"52,215556","10,637778","1571","1571","NDT","Niedersachsen","ei","au","ei",1,1571,10.637778,52.215556
2,"Sinzenich","Sinzig","50,66","6,648056","1650","17.Jh.","WMD","WMD","ei","au","ei",1,1650,6.648056,50.66
4,"Soden Weistumb Soden am Sulzbach",NA,"49,926722","9,2162","1634","1634","MDT","MDT","ei","au","ei",1,1634,9.2162,49.926722
2,"Spang (Eifel)",NA,"49,986389","6,680556","1518","1518","WMD","WMD","ei",NA,"ei",1,1518,6.680556,49.986389
4,"St. Lükart",NA,"47,596667","7,222222","1772","1772","Elsass","Elsass","ei",NA,"ei",1,1772,7.222222,47.596667
1,"Steimel",NA,"50,617778","7,627778","1670","1670","WMD","MDT","ei",NA,"ei",1,1670,7.627778,50.617778
2,"Steinecken","Schönecken","50,1575","6,465278","1506","1506","WMD","WMD","ei",NA,"ei",1,1506,6.465278,50.1575
6,"Steinfeld Rotfels","Steinfeld (Unterfranken)","49,95","9,666667","1494","1494","MDT","Franken","ei",NA,"ei",1,1494,9.666667,49.95
1,"Strassheim","Straßenheim (bei Mannheim)","49,51296","8,576583","1484","1484","MDT","MDT","ei",NA,"ei",1,1484,8.576583,49.51296
1,"Strassheim","?","49,51296","8,576583","1533","1533","WMD","Schwarzwald","ei",NA,"ei",1,1533,8.576583,49.51296
6,"Struth bei Kirn","Kirn","49,786667","7,4575","1565","1565","WMD","MDT","ei",NA,"ei",1,1565,7.4575,49.786667
3,"Stumm",NA,"47,29","11,89","1450","15. Jh.","OOD","Tirol","ei","au","ei",1,1450,11.89,47.29
1,"Sulzbach","Sulzbach (Taunus) ","50,133056","8,528889","1408","1408","MDT","MDT","ei",NA,"ei",1,1408,8.528889,50.133056
5,"Sulze",NA,"47,885833","7,229167","1574","1574","Elsass","Elsass","ei",NA,"ei",1,1574,7.229167,47.885833
2,"Taben (Saar)",NA,"49,548444","6,590861","1486","1486","WMD","WMD","ei",NA,"ei",1,1486,6.590861,49.548444
4,"Tägerwylen",NA,"47,655558","9,131383","1447","1447","CH","CH","ei","au","ei",1,1447,9.131383,47.655558
2,"Temmels",NA,"49,69","6,462778","1594","1594","WMD","WMD","ei",NA,"ei",1,1594,6.462778,49.69
3,"Tholey",NA,"49,48","7,04","1450","1450","WMD","Moselfränkisch","ei",NA,"ei",1,1450,7.04,49.48
3,"Tholey",NA,"49,48","7,04","1587","1587","WMD","WMD","ei",NA,"ei",1,1587,7.04,49.48
3,"Tollnstein","Dollnstein","48,866667","11,066667","1412","1412","OOD","Baiern","ei",NA,"ei",1,1412,11.066667,48.866667
2,"Trier",NA,"49,7596","6,6439","1680","1680","WMD","WMD","ei",NA,"ei",1,1680,6.6439,49.7596
2,"Trier",NA,"49,7596","6,6439","1550","16. Jh.","WMD","WMD","ei",NA,"ei",1,1550,6.6439,49.7596
2,"Trittenheim",NA,"49,825833","6,900556","1532","1532","WMD","WMD","ei",NA,"ei",1,1532,6.900556,49.825833
1,"Twann am Bielersee",NA,"47,0947","7,1562","1426","1426","CH","CH","ei",NA,"ei",1,1426,7.1562,47.0947
6,"Ulflingen bei Clervau/Clerf",NA,"50,121536","6,000414","1575","1575","WMD","WMD","ei",NA,"ei",1,1575,6.000414,50.121536
2,"Urmersbach (Mosel)",NA,"50,2575","7,131944","1573","1573 Abschrift 1630","WMD","WMD","ei",NA,"ei",1,1573,7.131944,50.2575
2,"Ursfeld (Eifel)",NA,"50,255556","7,013889","1559","1559","WMD","WMD","ei",NA,"ei",1,1559,7.013889,50.255556
2,"Ürzig (Mosel)",NA,"49,982222","7,005278","1568","1568","WMD","WMD","ei","au","ei",1,1568,7.005278,49.982222
2,"Ürzig (Mosel)",NA,"49,982222","7,005278","1686","1686","WMD","WMD","ei",NA,"ei",1,1686,7.005278,49.982222
2,"Valwig (zwischen Bruttig und Cochem)",NA,"50,143056","7,210278","1598","1598","WMD","WMD","ei",NA,"ei",1,1598,7.210278,50.143056
1,"Wagenhausen (bei Stein am Rhein)",NA,"47,659633","8,848489","1491","1491","CH","CH","ei","au","ei",1,1491,8.848489,47.659633
1,"Waldolvisheim","Wittelsheim","47,805278","7,2375","1612","1612","Elsass","Elsass","ei",NA,"ei",1,1612,7.2375,47.805278
2,"Walmünster (Saar)",NA,"49,2428","6,5081","1497","1497","WMD","WMD","ei",NA,"ei",1,1497,6.5081,49.2428
5,"Waltorf Jetzt Bosselshausen","Bosselshausen","49","7,5111","1538","1538","Elsass","Elsass","ei",NA,"ei",1,1538,7.5111,49
5,"Wasselnheim Brechlingen",NA,"48,6375","7,448333333","1529","1529","Elsass","Elsass","ei","u_au","ei",1,1529,7.448333333,48.6375
2,"Wavern Hamm (Saar)","Wawern (Saar)","49,653333","6,55","1561","1561","WMD","WMD","ei",NA,"ei",1,1561,6.55,49.653333
6,"Webern bei Lindenfels Odenwald",NA,"49,753611","8,755556","1566","1566","MDT","MDT","ei",NA,"ei",1,1566,8.755556,49.753611
6,"Weiler zwischen Lindau und Immenstadt",NA,"47,583333","9,933333","1532","1532","OOD","Schwaben","ei",NA,"ei",1,1532,9.933333,47.583333
3,"Wetterau",NA,"50,333333","8,752431","1611","1611","MDT","Hessen","ei","au","ei",1,1611,8.752431,50.333333
2,"Wildenburg (Eifel)",NA,"50,461971","6,494089","1650","17.Jh.","WMD","WMD","ei",NA,"ei",1,1650,6.494089,50.461971
3,"Wildenschönau",NA,"48,55","12,57","1440","1440","OOD","Baiern","ei",NA,"ei",1,1440,12.57,48.55
3,"Wimberg",NA,"48,28","15,06","1566","vor 1567","OOD","Baiern","ei",NA,"ei",1,1566,15.06,48.28
1,"Winden",NA,"50,339722","7,8325","1658","1658","MDT","MDT","ei",NA,"ei",1,1658,7.8325,50.339722
6,"Winhering bei Neuötting",NA,"48,266667","12,65","1402","zwischen 1402 und 1450","OOD","Baiern","ei",NA,"ei",1,1402,12.65,48.266667
3,"Winnerod",NA,"50,607778","8,863889","1561","1561","MDT","Hessen","ei",NA,"ei",1,1561,8.863889,50.607778
1,"Winterrauch (am Neckar)","Strümpfelbronn","49,464194","9,078167","1507","1507","MDT","Schwarzwald","ei",NA,"ei",1,1507,9.078167,49.464194
